rank,mlb_player_id,name,fv,fg_year,fg_score,v4_score,v5_score,v7_score
28,804109,Aiva Arquette,50.0,2025.0,65.90777427207094,18.780011127270964,17.471398879901688,51.63858410389401
29,806988,Welbyn Francisca,45.0,2025.0,53.203676433478265,47.22210452807156,48.68391365864962,51.55538577491406
30,815154,Slade Caldwell,40.0,2025.0,52.22269041720812,48.72303043528491,51.313726420245565,51.43186202112723
31,805796,Arjun Nimmala,50.0,2025.0,56.546929383900476,38.3436862242218,38.38520207957205,51.09010802153189
32,821181,Juneiker Caceres,40.0,2025.0,40.23359302650205,73.6823180240197,79.88191647957412,50.88817037131279
33,683953,Travis Bazzana,50.0,2025.0,65.52196370102233,16.964000882286793,9.197182160562203,50.1778929832292
34,821379,Juan Mateo,35.0,2025.0,40.187506541711656,70.51815806312462,72.44639626510362,49.47952581833344
35,806953,Eduardo Tait,45.0,2025.0,47.54160969860465,52.174720302831645,54.15499088462147,49.12956993805173
36,691181,Emmanuel Rodriguez,50.0,2025.0,60.312862124805875,28.684004323900254,11.373811011433453,49.09318545328751
37,691785,Marcelo Mayer,60.0,2024.0,63.34667667316619,17.037854299090675,10.20186980547879,48.770431511582345
38,806071,Jonny Farmelo,50.0,2025.0,58.649794600929575,25.88109371939368,24.734648730898957,48.70453983761933
39,815380,Luke Dickerson,45.0,2025.0,54.138575885952434,35.877100276994966,35.26435919106584,48.59885909467228
40,815394,Theo Gillen,45.0,2025.0,52.77572965679336,37.08989452203978,37.51395250835285,48.112384914998586
41,815520,Braylon Payne,45.0,2025.0,45.28336680851241,51.515701366974234,53.91838211079715,47.393335250433246
42,702518,Jett Williams,50.0,2025.0,55.37896346133439,31.44308395802902,17.57977451652061,46.811868666191934
43,800522,Josue Briceño,50.0,2025.0,52.21610664495315,36.99260566237055,25.419325044097608,46.49172828835107
44,815931,Ruben Castillo,40.0,2025.0,39.31844504880397,61.309556490819496,65.27106167610654,46.31192899993734
45,701807,Carson Benge,50.0,2025.0,57.54503322383467,22.20958588165621,10.753158884895774,45.79875632150509
46,691003,Tre' Morgan,50.0,2025.0,58.869693526511554,18.378664298388085,8.705279639726543,45.755046292208355
47,703197,Michael Arroyo,50.0,2025.0,52.90608871086749,27.995337078469362,25.98827179777829,45.23215669307894
48,806978,Robert Calaz,40.0,2025.0,47.508690679318626,39.75631200966416,39.84618616187839,45.1919644936437
49,682868,Bryan Ramos,50.0,2024.0,59.76772375955118,12.981173654363928,7.510736070326623,45.184714969591276
50,682634,Kevin Alcántara,50.0,2025.0,58.40092709322683,16.562771895518445,8.611257371913347,45.0543290815538
51,807957,Yassel Soler,40.0,2025.0,46.15242822241453,42.36514073486615,42.55756315185068,45.03548421784846
52,805999,A.J. Ewing,45.0,2025.0,51.97250620245774,30.625657164894577,24.327171393318753,44.93860291403121
53,702222,Justin Crawford,45.0,2025.0,51.20220176740813,35.48534852057705,19.329966393378196,44.87160758063892
54,806198,Cooper Pratt,50.0,2025.0,53.368271450902846,25.330293352284787,24.320686535594813,44.85591733964843
55,702693,Jaison Chourio,45.0,2025.0,48.87153706648887,33.112779674838116,33.36044157521593,44.16867603903142
56,825582,Nate George,40.0,2025.0,40.872221858441016,52.16553645834856,49.795383583985306,44.02320095097695
57,821150,Enddy Azocar,35.0,2025.0,35.82903176968003,62.276278416801865,64.77386824123894,44.012964746260295
58,815924,Eduardo Beltre,40.0,2025.0,37.6988305166172,56.6471781858982,56.14712366112254,43.33332936492393
59,694876,Cooper Ingle,50.0,2025.0,56.1268830865182,16.047330245415008,7.586562853927734,43.256940495038506
60,800169,Aroon Escobar,45.0,2025.0,49.345570643986505,28.93298718030356,28.19765095169748,43.14826198202101
61,805801,Nazzan Zanetello,35.0,2024.0,47.09391152614925,33.3076174766523,32.57672612847288,42.88493417648222
62,695731,Braden Montgomery,50.0,2025.0,54.42167919899443,17.096887643893847,11.783079724051824,42.692860940480045
63,703198,Kenni Gomez,40.0,2023.0,46.92273242044737,32.951285752289905,32.23227779260833,42.65939762403197
64,806982,Esmil Valencia,40.0,2025.0,44.53281369022775,38.08213412982347,37.840706765500116,42.573467085674125
65,698931,Kevin Guerrero,40.0,2022.0,51.445802051892386,22.459892686201602,20.336703438493004,42.53771031741429
66,691006,Kevin Parada,50.0,2023.0,57.260613124739436,9.211695435379992,5.888250168152678,42.51359329120887
67,814439,Ryan Waldschmidt,50.0,2025.0,54.17281161228611,16.735087354702063,9.624061059798487,42.23039170552054
68,814297,Edgleen Perez,40.0,2025.0,39.0353420517843,49.49666250756935,49.5612226287512,42.180194200638
69,695670,Harry Ford,50.0,2025.0,53.64874119183839,16.14250007781261,11.154621973094468,41.89808104715884
70,808535,John Gil,40.0,2025.0,39.35794807736172,47.083785633180305,48.812350059999204,41.848555786789184
71,806983,Yophery Rodriguez,40.0,2025.0,42.261403176619986,40.264897969653006,40.39252740328834,41.675214557893426
72,703155,Lazaro Montes,45.0,2025.0,43.55841160422374,42.49134762038876,26.425208246855703,41.631678471719944
73,821262,José Anderson,40.0,2025.0,34.22258494001438,57.1416830082002,58.6797495202992,41.252121011680025
74,703158,Jonathan Mejia,40.0,2023.0,45.35578838232271,31.936212633484395,30.687302003467376,41.20502459466951
75,815653,Tyson Lewis,40.0,2025.0,40.91172464998201,41.70750171906591,42.09275759161511,41.1889833579621
76,815010,Junior Garcia,40.0,2024.0,43.06462670996119,36.34000591757325,34.692060989107205,40.8824459793982
77,694224,Gabriel Gonzalez,45.0,2025.0,46.00758467976603,33.82036279580988,18.52737458390049,40.82211929338824
78,807975,Yeiker Reyes,40.0,2025.0,41.35283905018246,39.916445051095586,38.21602237653501,40.75187858300034
79,699302,Héctor  Rodríguez,40.0,2025.0,45.856157285856995,32.743695306337244,20.011668109178103,40.64921597228515
80,806191,Tai Peete,45.0,2025.0,42.6959340415822,35.94733045969397,35.631530585335376,40.63977297957987
81,815304,Josh Adamczewski,40.0,2025.0,41.89929435950155,40.00543968121559,32.477512431952384,40.57834523108944
82,806985,Yoeilin Cespedes,45.0,2025.0,42.08364077269663,36.94511127881862,36.637021957727626,40.51127299242413
83,808706,Cristopfer Gonzalez,35.0,2024.0,39.950489871471206,41.38252040125967,41.91738685752421,40.4335856760342
84,699073,Thayron Liranzo,50.0,2025.0,50.63599514132413,17.850435485168425,13.031440034670219,40.3184276994276
85,800285,Enmanuel Tejeda,40.0,2023.0,45.27019894798015,28.735627871916908,27.729298278596882,40.20919466582918
86,815793,Carter Johnson,35.0,2025.0,38.02802070947751,45.238445468555774,43.417397294899615,40.00904331983537
87,800306,Jansel Luis,45.0,2025.0,44.04561264722575,30.801451505629696,29.789278641887464,39.97114701837271
88,703185,Nelson Rada,45.0,2025.0,39.62788392489936,42.334427407774136,36.870427453052294,39.8934469742896
89,702544,Jacob Reimer,50.0,2025.0,46.38681139955409,26.874295078965748,20.025663240458393,39.84819331952685
90,815902,Yandel Ricardo,40.0,2025.0,32.58980302132882,56.98049395657942,56.17785355319542,39.8267462615656
91,701339,Marek Houston,45.0,2025.0,47.456020422273255,22.394105115597114,20.837495992601482,39.78178491797085
92,703563,PJ Morlando,40.0,2025.0,42.531339103163205,33.015788591167116,32.849244823732185,39.660019572820886
93,800139,Reylin Perez,40.0,2023.0,45.20436090940808,27.609401347123963,24.940339466580706,39.65896685266852
94,807267,JD Dix,40.0,2025.0,40.13483628466628,38.19400870908899,38.52868517025161,39.58605565810936
95,800302,Mairoshendrick Martinus,40.0,2023.0,43.83493098699961,29.881808869882775,28.60051055035875,39.52086451991215
96,695600,Carter Jensen,50.0,2025.0,49.50884871734668,17.404692226596076,12.91935015952409,39.4290675634143
97,821136,Handelfry Encarnacion,,,25.0,71.70015456542234,73.36366455131909,39.17639736821638
98,691788,Joe Mack,50.0,2025.0,49.4535447301837,16.947040535300545,10.369386483366698,39.043828066525364
99,800201,Rafael Ramirez Jr.,40.0,2024.0,40.35868548940237,35.25117095636256,34.25515770184726,38.72682980403889
100,800180,Douglas Glod,35.0,2023.0,42.53792263840143,29.475536328654595,28.507151653568275,38.52236827796875
101,800185,Ruben Santana,40.0,2024.0,42.096808396212154,30.264074419227466,28.98760674117742,38.419341435311736
102,682617,Marco Luciano,50.0,2023.0,50.4266303461568,11.588420498827528,6.299245493478037,38.24624989142307
103,800448,Echedry Vargas,40.0,2023.0,41.70178016477978,30.59134692401237,29.35676416182914,38.24519191633123
104,807383,Angel Guzman,35.0,2025.0,40.54961567485242,33.447518112908284,31.467257373152783,38.22096033229363
105,808516,Andres Valor,40.0,2025.0,37.73833354517496,39.21578589960307,39.05931460077827,38.16592212162091
106,800424,Oswaldo Osorio,40.0,2024.0,40.49036140853533,33.213661138823774,31.49879918279802,38.13586513201928
107,682621,Gabriel Rodriguez,45.0,2025.0,50.78083852596145,9.06474945113223,7.445806642448504,38.10411752264431
108,701649,James Triantos,45.0,2025.0,47.94980515852465,16.63048218234159,10.696999554383638,37.96066000287394
109,828667,Ching-Hsien Ko,35.0,2025.0,31.635152410100897,51.36480604043512,53.703892280215335,37.78795712317918
110,806967,Brailer Guerrero,45.0,2025.0,32.71489532621798,49.05766532240381,50.43009669485205,37.75496946231854
111,694181,Carlos Colmenarez,45.0,2023.0,45.71789759446905,19.32016517175001,17.872003227842885,37.65376167326262
112,800569,Alberto Barriga,40.0,2025.0,42.12972733649261,27.6334111093766,25.984171753696188,37.61590853278976
113,821041,Roldy Brito,,,25.0,64.95054636508478,70.30516560099295,37.52062583311625
114,814409,Seaver King,45.0,2025.0,47.92346999049918,13.762058886831912,11.801907469932152,37.47903151770902
115,805127,Devin Taylor,45.0,2025.0,44.243126525925184,21.141034004966244,18.872620093390633,37.08565737847994
116,703161,Alexis Hernandez,40.0,2023.0,40.51669649755523,29.94355361017246,27.201851501214826,37.070583420444635
117,800325,Luis Lara,45.0,2025.0,41.15532501347185,27.687504096151578,26.888472774283485,37.03507560608896
118,800412,Jose Rodriguez,35.0,2023.0,38.06093957075238,33.832808098798374,32.43314228895546,36.65253354818189
119,695573,Cole Mathis,40.0,2025.0,46.14584437115397,15.042741767784081,12.906917892121214,36.601331202576716
120,806994,Luis Guanipa,35.0,2025.0,34.42668290699112,42.28696248045378,40.36219440350429,36.592289971334964
121,815352,Caleb Bonemer,45.0,2025.0,34.558358984135246,42.67938840417879,38.518933509023675,36.578622320632796
122,806611,Jancel Villarroel,40.0,2025.0,39.77272738854227,29.389199142880024,28.125341861538406,36.53128318670944
123,691373,Jhostynxon Garcia,45.0,2025.0,46.05367124356201,16.369202515496546,10.188290996315812,36.53023947322429
124,691269,Adrian Placencia,40.0,2022.0,46.22485003324156,14.446816180844815,12.512877018659305,36.49804596130399
125,828589,Max Durrington,,,25.0,61.61003401518153,65.40561163414846,36.36256796645115
126,690961,Enrique Bradfield Jr.,45.0,2025.0,47.96955663330073,10.473492202500848,6.840253984048846,36.35741348221556
127,690976,Alex Freeland,50.0,2025.0,47.73517345616117,11.468809378315772,6.095157586895693,36.31789905366554
128,694202,Manuel Beltre,35.0,2023.0,41.925629448521434,23.65453320640198,22.17153065259196,36.2960003205046
129,681357,Cody Morissette,45.0,2022.0,50.06978835722895,4.3696137737943,3.188370831044693,36.241611687923594
130,702708,Emaarion Boyd,40.0,2024.0,45.09902039531734,15.460279287566516,13.471256175836043,36.00849575181905
131,800345,Juan Baez,40.0,2024.0,36.6388391542818,34.3998997803464,34.04349649907915,35.93151701397446
132,703177,Jhonny Severino,40.0,2025.0,39.71347312222518,27.444916541880843,25.839940805653725,35.87240857449917
133,800444,Nikau Pouaka-Grego,40.0,2024.0,40.29943138109645,25.98251846970842,24.3192275855087,35.83802841926006
134,692422,Odalys Peguero,40.0,2023.0,45.78373547502995,13.106834557964092,10.762705146603913,35.74625225877417
135,806984,Arnaldo Lantigua,35.0,2025.0,33.46544828649148,40.81988439086774,41.13153528665346,35.70294420738293
136,806223,Aidan Smith,40.0,2025.0,40.60228608990896,24.694440689451895,23.174234604491428,35.67791186127579
137,821100,Justin Gonzales,,,25.0,59.015574144271575,62.06834429127647,35.509949257981965
138,702679,Demetrio Crisantes,45.0,2025.0,39.693721726454676,25.780064888357828,24.64914039913501,35.406532226103344
139,690992,Ed Howard,45.0,2022.0,46.79105658031998,9.199681110181142,7.04539876983125,35.298215705243344
140,801276,Juan Matheus,40.0,2025.0,40.839302681143806,22.724981308002963,21.647186955254313,35.297226833926686
141,702977,Dillon Head,40.0,2025.0,39.14068264488062,26.703708561715267,25.32776244352722,35.271995808112216
142,800193,Kelvin Hidalgo,40.0,2025.0,37.297219065968925,30.651230132713586,29.525945258502063,35.19089389857117
143,699024,Leonardo Bernal,50.0,2025.0,40.93937644604955,22.284365192656036,19.702393844519374,35.08467593521783
144,800473,Franklin Rojas,40.0,2025.0,36.25039493212114,32.344759315497065,31.88723459304386,35.032951774888595
145,694211,Manuel Pena,40.0,2022.0,41.649109828728825,20.264951126610498,18.06886489370886,35.014253594803165
146,703150,Ricardo Cabrera,40.0,2024.0,38.436216248403085,27.231068078720906,25.798111325970613,34.9313761222234
147,815906,Jose Feliz,35.0,2025.0,25.301538140024633,56.47512096395684,59.094231417708244,34.915524032579434
148,683454,Brayan Buelvas,40.0,2023.0,45.67181103067308,10.054702274080231,8.2905975510295,34.81026793139014
149,682643,Alexander Ramirez,35.0,2022.0,45.21752892795153,10.894088786409602,8.991298137409789,34.73021782058896
150,803172,Griff O'Ferrall,45.0,2025.0,44.4143054736159,12.701696075588808,10.924722575849554,34.72282530423385
151,804858,Heriberto Rincon,40.0,2025.0,40.753713483818,20.99454633109758,19.796646838002307,34.70617338869234
152,703156,Pedro Blanco,35.0,2025.0,35.05214356237546,34.269337182381506,32.95841471859211,34.68620940199833
153,813880,Devin Saltiban,35.0,2025.0,36.790266627196424,30.204947595385555,28.899712134092397,34.68414737152385
154,805951,Boston Baro,40.0,2025.0,38.82466039155816,25.45443686715426,23.99334530230359,34.66748417775193
155,815464,Lisbel Diaz,35.0,2025.0,34.45301823302776,35.147916282327216,34.78179213362609,34.62487523294749
156,691405,Juan Benjamin,40.0,2023.0,43.80859589797972,13.762058886831912,11.772418267090547,34.59567073266124
157,682656,Sergio Campana,40.0,2022.0,45.612556764355986,9.380343093833668,7.748745353176732,34.579732889133595
158,699126,Gregory Barrios,40.0,2025.0,39.9109871589358,22.26310750769628,20.932646230084835,34.48357713580279
159,800050,Chase DeLauter,50.0,2025.0,43.84546519641985,15.484690465157936,6.413577011686235,34.430121431694104
160,803745,Adrian Santana,40.0,2025.0,33.85389250865214,35.113565311370145,34.85465229235511,34.20590304756603
161,692478,Victor Arias,40.0,2025.0,41.39892569298402,19.08937169817989,13.516681545232315,34.14879047924803
162,800198,Cristofer Torin,40.0,2025.0,33.90656276569751,35.10850855879416,33.226577921356046,34.078953439882696
163,678362,Gilberto Jimenez,45.0,2022.0,46.65938074019261,5.071201218492752,3.8345817699404927,34.059264938827425
164,806263,Brandon Winokur,40.0,2025.0,36.605920293006925,28.48385704917774,27.126404668089304,34.033556081749325
165,805058,Anyelo Marquez,35.0,2025.0,32.82681992858601,36.65723810360995,36.426355199106546,33.95285709064285
166,701785,Kaelen Culpepper,45.0,2025.0,42.41941442178958,15.921912969560124,10.357450287152165,33.91371771787995
167,806077,Kendall George,40.0,2025.0,36.69150956933833,27.17786682950991,26.56500632883055,33.77613069732186
168,800433,Elis Cuevas,40.0,2025.0,36.61908783751687,27.444916541880843,26.018636031793267,33.72420839781731
169,815654,Eli Lovich,35.0,2025.0,32.95849592672456,35.63237339644644,34.59400782986842,33.65682261098332
170,808684,Javier Mogollon,35.0,2025.0,31.371800413823813,38.94828499018246,38.7775469165065,33.62767197936381
171,800627,Christopher Paciolla,40.0,2022.0,38.811492531025884,21.768009720286223,19.805849746469903,33.502231690422356
172,807083,Nathan Flewelling,40.0,2025.0,23.076213874190515,56.19968685964983,60.06302138986697,33.399589222850025
173,694170,Dyan Jorge,40.0,2024.0,42.30748974041597,13.26009174043565,11.217471927453003,33.38900835912361
174,694185,Danny De Andrade,40.0,2023.0,38.376961982085994,22.30668801157314,20.60840767047527,33.386051756822354
175,800231,Won-Bin Cho,40.0,2024.0,41.135573775712515,15.43007459016458,13.39673686393605,33.22059024742528
176,683494,Euribiel Angeles,40.0,2022.0,42.728853060868225,11.900852649696661,8.068023019668104,33.0971699745139
177,800294,Waner Luciano,40.0,2024.0,34.571526528645194,30.445455199858102,27.817614999767304,33.070921109999986
178,815195,Wilder Dalis,,,25.0,50.76563170194805,52.734023052401504,32.92652864562976
179,690997,Nolan McLean,55.0,2025.0,43.95870642682996,7.654867325676529,5.725905360008446,32.874658499917125
180,694410,LuJames Groover,45.0,2025.0,42.136311029742,12.771902049128744,7.832875623892814,32.83308569303443
181,699061,Rayne Doncon,40.0,2024.0,40.35868556840796,15.936084887398568,13.83665364884047,32.82196224024933
182,826928,Owen Carey,,,25.0,50.37007020318234,52.34151674585935,32.80816571522241
183,691792,Roc Riggio,45.0,2025.0,42.10339208946155,12.407535152103751,8.501677093146128,32.80404920235845
184,806161,Yahil Melendez,40.0,2025.0,31.00310758743366,36.83689486163872,36.9273541631815,32.762289699849454
185,703154,Daiber De Los Santos,35.0,2025.0,33.97240072526399,30.29368122025151,29.080415703639055,32.74745832209899
186,806083,J.D. Gonzalez,35.0,2024.0,30.160381420562615,39.37374177505505,37.18384939052472,32.70540028845731
187,702662,Dylan Dreiling,40.0,2025.0,41.15532509247743,13.654826090609903,11.579347111114743,32.69762749396766
188,681159,Ethan Wilson,45.0,2022.0,45.07268514828629,4.263081574299489,2.9404138223591194,32.69753730089621
189,694208,Moisés Ballesteros,45.0,2025.0,34.57811022189458,33.22240529143819,17.767414479061316,32.62589966151997
190,694214,Samuel Zavala,40.0,2025.0,36.20430844733074,24.50202370097335,23.445188108033914,32.587939464129576
191,702253,Cam Collier,45.0,2025.0,34.064574089872686,30.035397235658568,27.155432608159693,32.56782457085856
192,800419,Jeral Perez,40.0,2025.0,34.959970671800264,27.39129749762233,26.081899680864545,32.558428937871106
193,702261,Termarr Johnson,45.0,2025.0,35.387917527490764,27.49198905965546,22.62971099426502,32.532911180601126
194,686404,Wuilfredo Antunez,40.0,2023.0,41.576688096907375,12.79588744542806,8.060158301504734,32.468874987071246
195,696486,James Tibbs III,45.0,2025.0,41.24749837808056,13.12532121974806,9.539674097552908,32.45228051836129
196,800281,Roynier Hernandez,40.0,2025.0,34.367428719679616,28.206698041585565,27.284674171802326,32.42700712927308
197,703160,Yasser Mercedes,35.0,2025.0,34.63078079496228,27.66044437968241,26.0421635174664,32.37785178415672
198,808153,Luis Merejo,,,25.0,49.201782919620996,50.13814585949071,32.35417116987327
199,807277,Nick Montgomery,40.0,2025.0,29.041135791910133,40.744557665837725,38.61792408594387,32.339498996099024
200,691449,Roberto Campos,40.0,2025.0,40.148003829176226,14.45160733087263,12.424735036178761,32.23639765021576
201,807080,Eric Hartman,,,25.0,48.627840409061534,49.88490634356735,32.21405871616904
202,800149,Carlos Pacheco,40.0,2025.0,34.13699582169414,28.3480160538208,26.380446589519597,32.20354494490202
203,682878,Mishael Deson,40.0,2022.0,41.71494794630647,10.75765331907334,8.48890644647162,32.20088487087635
204,671976,Tristan Peters,40.0,2023.0,43.64400088055515,6.557247405488671,3.369009193299294,32.199151016816266
205,814414,Kyle DeBarge,40.0,2025.0,39.759559686021156,14.896370039663601,12.791112631078486,32.09007705125538
206,800206,Yerald Nin,40.0,2023.0,30.30522480519994,36.194220498411596,36.01998570855033,32.05450003417731
207,814261,Carlos Caro,35.0,2025.0,33.95923318075404,28.43129453706495,25.57327678690654,32.015049812631474
208,694194,Miguel Bleis,40.0,2025.0,36.70467719285385,21.45106705376067,19.86178377944459,31.969665823694285
209,815792,Chase Harlan,35.0,2025.0,23.91894043608947,49.73384580424558,51.97639824687694,31.88766729079944
210,808307,Kleyver Salazar,,,25.0,48.34863310929649,47.03226206876374,31.87295282873567
211,699130,Jadher Areinamo,40.0,2025.0,36.28989796067889,22.769375711884667,18.04442905997661,31.761246620849818
212,694191,Pedro Pineda,40.0,2022.0,38.94316876618119,15.688707184899117,13.467844166891357,31.74474398999579
213,807276,Dante Nori,40.0,2025.0,33.97898457652454,26.599468590655217,26.023298272227812,31.707512748921
214,677954,Jordan Groshans,45.0,2022.0,43.51232504042777,4.699067945780597,3.0198620840422628,31.70042732585978
215,702540,Mikey Romero,45.0,2025.0,33.61687568040052,31.16901040842845,18.84236612595327,31.64985167056138
216,692562,Alexis Hernandez,40.0,2023.0,40.51669649755523,11.295439627812513,9.403828965404761,31.56115837039164
217,687521,Eric Brown Jr.,45.0,2024.0,42.70910150708656,5.953251542848157,4.556257695034442,31.542647133033665
218,688394,Jordan Sprinkle,40.0,2022.0,42.4984200048716,6.418782414987177,5.041454317879226,31.536795918195473
219,802506,Dylan O'Rae,40.0,2024.0,35.960708004835325,21.11807964051483,20.103216002321155,31.406433131719805
220,806981,Luis Almeyda,,,25.0,45.85700572556344,46.80597675562318,31.351998820675007
221,701394,Zach Ehrhard,40.0,2025.0,39.20652068345268,14.079489894475895,10.652714314866559,31.325733888798712
222,694209,Robert Lopez,40.0,2022.0,36.13847040875868,20.248565730740026,18.502796843651197,31.1969221166442
223,683500,Maikol Escotto,40.0,2022.0,40.51011272530025,10.015452973869914,8.097562038874146,31.169925706371572
224,702467,Tommy Specht,35.0,2023.0,34.12382819817861,24.964193705344883,22.1362131393362,31.09313979372762
225,700321,Andy Perez,40.0,2025.0,34.54519136061972,23.516162539208306,22.05893570821069,31.090760031096533
226,800434,Jose Alpuria,35.0,2025.0,31.641736024344713,30.145936287427205,28.53923104819182,31.032325579345923
227,801523,Chris Suero,40.0,2025.0,35.2957443998988,21.35713956635393,19.563151493168096,30.934764142516755
228,690291,Jace Jung,50.0,2024.0,40.737912288196014,9.847212684057999,4.29725844995566,30.91570698354437
229,692591,Luis Mendez,40.0,2022.0,39.29869389005022,11.57496027284301,9.623753450956235,30.786453122699374
230,691588,Ian Lewis,35.0,2023.0,38.732487184960625,12.726559914335212,10.782762162765618,30.736329228616043
231,701327,Elijah Green,40.0,2024.0,35.697356166569406,19.682455421789246,17.750449045742975,30.699685305530732
232,808288,Luis Lameda,,,25.0,43.673711347338475,43.31446282473408,30.566188551941103
233,802355,Tanner Schobel,45.0,2025.0,40.27967998532594,9.07103328069539,5.525399542845202,30.562522600151755
234,822676,Alex Lodise,40.0,2025.0,34.59127784541011,21.640674549382954,19.835923315705923,30.52562173323426
235,691620,Jeferson Quero,50.0,2025.0,37.28010124230489,17.25552533730371,9.44674696645904,30.491850633720066
236,691190,Ismael Mena,35.0,2022.0,38.70615193792956,11.931191283500196,10.005810709910891,30.48112568424182
237,808162,Joshua Liranzo,35.0,2025.0,20.469030027512122,54.15569819018443,53.21406620689395,30.480867277984768
238,691369,Allan Castro,40.0,2024.0,37.40914374734255,15.219165997639655,12.412419377061013,30.471475760373814
239,808041,Abraham Nunez,,,25.0,43.28635924366317,43.137470292054935,30.47101887793813
240,807007,Jeremy Rodriguez,35.0,2025.0,21.515853924343162,51.47094106803021,50.53094172487964,30.40838013313422
241,701833,Jordan Viars,40.0,2023.0,37.24454880892357,14.940131377331536,12.87440690522505,30.34665113223531
242,800232,Luis Baez,40.0,2025.0,34.79537557537011,20.49286572460017,18.86312939769645,30.341648987448757
243,692453,Roismar Quintana,35.0,2022.0,38.15311301436666,12.751472424571888,10.77970086008111,30.33544368097915
244,694217,Willy Fanas,35.0,2023.0,34.512272420339265,21.495391363909974,18.669297060791372,30.324598673098617
245,701010,Roque Salinas,35.0,2023.0,38.561308395281074,11.677272163611013,9.85943941206664,30.314314250625614
246,695490,Edwin Arroyo,45.0,2025.0,36.46766060161899,17.089587633718534,13.431131069727535,30.288393054849752
247,694201,Abel Bastidas,35.0,2023.0,35.1113980657093,19.490937475246337,17.654413092300956,30.241607450275872
248,701398,Sal Stewart,45.0,2025.0,34.769040486350214,19.894909884590504,18.516549726029076,30.16896528996616
249,702686,Everett Cooper III,35.0,2024.0,36.8561045867629,15.131254262599489,13.26970830263281,30.15249489351721
250,702995,Antonio Anderson,40.0,2024.0,28.34983678193138,34.433552585118676,33.74350498641394,30.105946763017094
251,695770,Wes Kath,35.0,2023.0,38.72590333370007,10.620620363930739,8.661776462361164,30.098434052612312
252,808702,Jorge Hernandez,,,25.0,42.494210461456866,40.409404222812626,30.03978251457264
253,808119,Yaikel Mijares,,,25.0,42.20434657927809,40.93610451972589,30.03447976782821
254,702607,Dakota Jordan,40.0,2025.0,36.95486156561542,14.509816448330593,11.933587451761746,29.96372513077308
255,805102,Byron Chourio,40.0,2025.0,28.33666931642702,34.47098024562805,32.2498261445661,29.954847185081135
256,811312,Justin Riemer,40.0,2024.0,39.068260992064744,9.280997740792264,7.441731676795927,29.948155410283363
