mlb_player_id,full_name,birth_date,primary_position,current_team,level,pa,ab,h,doubles,triples,hr,bb,so,sb,pa_weighted,ab_weighted,h_weighted,doubles_weighted,triples_weighted,hr_weighted,bb_weighted,so_weighted,sb_weighted,milb_pa,raw_pa,total_ab,raw_ab,total_h,raw_h,total_doubles,raw_doubles,total_triples,raw_triples,total_hr,raw_hr,total_bb,raw_bb,total_so,raw_so,total_sb,raw_sb,highest_level,milb_avg,obp,tb,slg,milb_ops,milb_iso,milb_bb_rate,milb_k_rate,hr_rate,xbh_rate,barrel_pct,barrel_source,milb_age,level_factor,age_factor,pred_mlb_ops,pred_mlb_wrc_plus,barrel_boost,v4_score,level_quality,is_young,is_elite_age,age_squared,age_gap,ops_x_level,iso_x_level,bb_rate_x_level,projected_mlb_wrc_plus,v5_age_factor,v5_score,v4_normalized,v5_normalized,v6_score,mlb_pa,rank
821150,Enddy Azocar,2007-02-24,OF,0,A,287,258,52,9,1,6,21,67,11.0,287.0,258.0,52.0,9.0,1.0,6.0,21.0,67.0,11.0,287.0,287,258.0,258,52.0,52,9.0,9,1.0,1,6.0,6,21.0,21,67.0,67,11.0,11.0,A,0.20155038759689922,0.25435540069686413,81.0,0.313953488372093,0.5683088890689572,0.1124031007751938,0.07317073170731707,0.23344947735191637,0.020905923344947737,0.06201550387596899,1.78986663059163,,18.62012320328542,0.6,3.2164857120309307,0.34098533344137427,60.0,1.0,192.98914272185584,0.5,1,1,346.7089881055281,1,0.2841544445344786,0.0562015503875969,0.036585365853658534,85.52869450208179,3.797231602154896,324.7722616543567,62.276278416801865,64.77386824123894,63.025555364132984,0.0,11
828589,Max Durrington,2007-02-13,IF,0,A,197,173,39,4,0,2,19,33,6.0,197.0,173.0,39.0,4.0,0.0,2.0,19.0,33.0,6.0,197.0,197,173.0,173,39.0,39,4.0,4,0.0,0,2.0,2,19.0,19,33.0,33,6.0,6.0,A,0.2254335260115607,0.29441624365482233,49.0,0.2832369942196532,0.5776532378744755,0.05780346820809251,0.09644670050761421,0.16751269035532995,0.01015228426395939,0.03468208092485549,1.703926984126984,,18.650239561943874,0.6,3.182075088066056,0.3465919427246853,60.0,1.0,190.92450528396336,0.5,1,1,347.8314357178964,1,0.28882661893723777,0.028901734104046256,0.048223350253807105,87.40952660316324,3.7517625091899056,327.93978485578555,61.61003401518153,65.40561163414846,62.74870730087161,0.0,12
815931,Yolfran Castillo,2007-02-08,SS,0,A,120,106,27,5,1,0,10,17,11.0,120.0,106.0,27.0,5.0,1.0,0.0,10.0,17.0,11.0,120.0,120,106.0,106,27.0,27,5.0,5,1.0,1,0.0,0,10.0,10,17.0,17,11.0,11.0,A,0.25471698113207547,0.30833333333333335,34.0,0.32075471698113206,0.6290880503144654,0.06603773584905659,0.08333333333333333,0.14166666666666666,0.0,0.05660377358490566,1.267408333333333,,18.663928815879533,0.6,3.1665558295543565,0.3774528301886792,60.0,1.0,189.9933497732614,0.5,1,1,348.3422388442184,1,0.3145440251572327,0.033018867924528295,0.041666666666666664,87.70866499469193,3.731275119916867,327.26515949581744,61.309556490819496,65.27106167610654,62.49800804640561,0.0,13
821100,Justin Gonzales,2006-12-31,OF,0,A,406,355,101,23,2,4,39,63,12.0,406.0,355.0,101.0,23.0,2.0,4.0,39.0,63.0,12.0,406.0,406,355.0,355,101.0,101,23.0,23,2.0,2,4.0,4,39.0,39,63.0,63,12.0,12.0,A+,0.28450704225352114,0.3448275862068966,140.0,0.39436619718309857,0.7391937833899951,0.10985915492957743,0.0960591133004926,0.15517241379310345,0.009852216748768473,0.08169014084507042,2.2510349025974032,,18.770704996577688,0.7,3.048074738055288,0.5174356483729965,60.0,1.0,182.88448428331728,0.65,1,1,352.3393660685466,1,0.48047595920349684,0.07140845070422533,0.06243842364532019,87.04441418233003,3.575265925600366,311.2069280399298,59.015574144271575,62.06834429127647,59.93140518837304,0.0,14
821273,Edward Florentino,2006-11-11,OF,0,A,238,195,51,17,0,10,33,56,29.0,238.0,195.0,51.0,17.0,0.0,10.0,33.0,56.0,29.0,238.0,238,195.0,195,51.0,51,17.0,17,0.0,0,10.0,10,33.0,33,56.0,56,29.0,29.0,A,0.26153846153846155,0.35294117647058826,98.0,0.5025641025641026,0.8555052790346909,0.241025641025641,0.13865546218487396,0.23529411764705882,0.04201680672268908,0.13846153846153847,9.202790815671257,,18.90759753593429,0.6,2.9026379610363224,0.5133031674208145,60.0,1.04,181.12460876866655,0.5,1,1,357.4972445808684,1,0.42775263951734543,0.1205128205128205,0.06932773109243698,87.61678427039244,3.384758441668941,296.5616501910973,58.447674334035824,59.14743197904766,58.65760162753938,0.0,15
821262,José Anderson,2006-11-28,OF,0,A,341,306,59,15,3,8,27,101,7.0,341.0,306.0,59.0,15.0,3.0,8.0,27.0,101.0,7.0,341.0,341,306.0,306,59.0,59,15.0,15,3.0,3,8.0,8,27.0,27,101.0,101,7.0,7.0,A,0.19281045751633988,0.25219941348973607,104.0,0.33986928104575165,0.5920686945354877,0.14705882352941177,0.07917888563049853,0.2961876832844575,0.02346041055718475,0.08496732026143791,5.335990494979734,,18.861054072553046,0.6,2.951290790486435,0.3552412167212926,60.0,1.0,177.07744742918612,0.5,1,1,355.73936072776985,1,0.29603434726774386,0.07352941176470588,0.039589442815249266,85.32066656578206,3.448364041717516,294.2167186008128,57.1416830082002,58.6797495202992,57.60310296182989,0.0,16
807083,Nathan Flewelling,2006-11-11,C,0,A,461,352,81,17,2,6,94,127,9.0,461.0,352.0,81.0,17.0,2.0,6.0,94.0,127.0,9.0,461.0,461,352.0,352,81.0,81,17.0,17,2.0,2,6.0,6,94.0,94,127.0,127,9.0,9.0,A+,0.23011363636363635,0.3796095444685466,120.0,0.3409090909090909,0.7205186353776375,0.11079545454545453,0.2039045553145336,0.2754880694143167,0.013015184381778741,0.07102272727272728,4.872781784881786,,18.90759753593429,0.7,2.9026379610363224,0.5043630447643462,60.0,1.0,174.15827766217936,0.65,1,1,357.4972445808684,1,0.4683371129954644,0.07201704545454544,0.13253796095444684,88.97307307624337,3.384758441668941,301.1523601760423,56.19968685964983,60.06302138986697,57.35868721871496,0.0,17
815906,Angel Feliz,2006-11-16,SS,0,A,116,100,23,3,1,3,12,27,5.0,116.0,100.0,23.0,3.0,1.0,3.0,12.0,27.0,5.0,116.0,116,100.0,100,23.0,23,3.0,3,1.0,1,3.0,3,12.0,12,27.0,27,5.0,5.0,A,0.23,0.3017241379310345,37.0,0.37,0.6717241379310345,0.13999999999999999,0.10344827586206896,0.23275862068965517,0.02586206896551724,0.07,3.2132777038208764,,18.89390828199863,0.6,2.916863760708875,0.4030344827586207,60.0,1.0,175.0118256425325,0.5,1,1,356.9797701685764,1,0.33586206896551724,0.06999999999999999,0.05172413793103448,87.05995486571575,3.4033432046684653,296.294905790977,56.47512096395684,59.094231417708244,57.260854100082256,0.0,18
815896,Emil Morales,2006-09-22,SS,0,A,143,124,42,11,0,5,17,33,5.0,143.0,124.0,42.0,11.0,0.0,5.0,17.0,33.0,5.0,143.0,143,124.0,124,42.0,42,11.0,11,0.0,0,5.0,5,17.0,17,33.0,33,5.0,5.0,A,0.3387096774193548,0.4125874125874126,68.0,0.5483870967741935,0.9609745093616061,0.2096774193548387,0.11888111888111888,0.23076923076923078,0.03496503496503497,0.12903225806451613,8.464225110347172,,19.044490075290895,0.6,2.764140599198216,0.5765847056169636,61.646176404240904,1.04,177.2146469436693,0.5,1,1,362.6926022278534,1,0.48048725468080306,0.10483870967741934,0.05944055944055944,87.86134777620995,3.2044021191305734,281.5430890037555,57.18595635457656,56.15207055696539,56.875790615293205,0.0,19
815902,Yandel Ricardo,2006-10-16,SS,0,A,200,179,38,6,2,0,13,41,14.0,200.0,179.0,38.0,6.0,2.0,0.0,13.0,41.0,14.0,200.0,200,179.0,179,38.0,38,6.0,6,2.0,2,0.0,0,13.0,13,41.0,41,14.0,14.0,A,0.2122905027932961,0.255,48.0,0.2681564245810056,0.5231564245810056,0.055865921787709494,0.065,0.205,0.0,0.0446927374301676,8.79859523809524,,18.978781656399725,0.6,2.8297746091952622,0.3138938547486034,60.0,1.04,176.57793561378438,0.5,1,1,360.1941531612947,1,0.2615782122905028,0.027932960893854747,0.0325,85.62143573815159,3.2897411840935464,281.6723633890163,56.98049395657942,56.17785355319542,56.73970183556422,0.0,20
815924,Eduardo Beltre,2006-10-10,OF,0,A,108,93,14,3,0,2,14,28,6.0,108.0,93.0,14.0,3.0,0.0,2.0,14.0,28.0,6.0,108.0,108,93.0,93,14.0,14,3.0,3,0.0,0,2.0,2,14.0,14,28.0,28,6.0,6.0,A,0.15053763440860216,0.25925925925925924,23.0,0.24731182795698925,0.5065710872162486,0.0967741935483871,0.12962962962962962,0.25925925925925924,0.018518518518518517,0.053763440860215055,9.269758333333336,,18.99520876112252,0.6,2.813221426882788,0.3039426523297491,60.0,1.04,175.545017037486,0.5,1,1,360.8179558786257,1,0.2532855436081243,0.04838709677419355,0.06481481481481481,86.13874849033873,3.268195678492719,281.5182855668962,56.6471781858982,56.14712366112254,56.497161828465494,0.0,21
808162,Joshua Liranzo,2006-08-25,3B,0,A,214,182,33,8,2,1,27,65,13.0,214.0,182.0,33.0,8.0,2.0,1.0,27.0,65.0,13.0,214.0,214,182.0,182,33.0,33,8.0,8,2.0,2,1.0,1,27.0,27,65.0,65,13.0,13.0,A,0.1813186813186813,0.2803738317757009,48.0,0.26373626373626374,0.5441100955119647,0.08241758241758243,0.1261682242990654,0.3037383177570093,0.004672897196261682,0.06043956043956044,8.227928571428572,,19.121149897330596,0.6,2.6894891398906604,0.32646605730717876,60.0,1.04,167.82412232917721,0.5,1,1,365.61837339618586,1,0.2720550477559823,0.041208791208791215,0.0630841121495327,85.8569994441917,3.1076337915038748,266.8121127098995,54.155698190184445,53.21406620689395,53.87320859519729,0.0,22
806953,Eduardo Tait,2006-08-27,C,0,A,600,542,139,37,1,19,44,132,0.0,582.9,526.4,134.8,36.25,1.0,18.25,42.8,127.05,0.0,582.9,600,526.4,542,134.8,139,36.25,37,1.0,1,18.25,19,42.8,44,127.05,132,0.0,0.0,A+,0.25607902735562316,0.30468347915594446,227.8,0.4327507598784195,0.737434239034364,0.17667173252279633,0.07342597358037399,0.2179619145651055,0.0313089723794819,0.10543313069908815,7.57776072565174,,19.11567419575633,0.7,2.694753871772646,0.5162039673240548,60.0,1.0,161.68523230635876,0.65,1,1,365.40899995830443,1,0.4793322553723366,0.11483662613981761,0.0477268828272431,87.18394593057033,3.1144478412180727,271.52985219233796,52.174720302831645,54.154990884621455,52.768801477368584,0.0,23
815520,Braylon Payne,2006-08-14,OF,0,A,361,304,76,10,5,8,55,106,35.0,358.15,301.6,74.95,9.85,4.85,8.0,54.55,105.55,34.4,358.15,361,301.6,304,74.95,76,9.85,10,4.85,5,8.0,8,54.55,55,105.55,106,34.4,35.0,A,0.2485079575596817,0.3615803434315231,118.5,0.3929045092838196,0.7544848527153427,0.1443965517241379,0.15231048443389641,0.29470892084322214,0.022337009632835407,0.07526525198938991,4.439339363065901,,19.15126625598905,0.6,2.660716433360602,0.4526909116292056,60.0,1.0,159.6429860016361,0.5,1,1,366.7709992077848,1,0.37724242635767136,0.07219827586206895,0.07615524221694821,88.04766852305886,3.0704221319130167,270.343510096541,51.515701366974234,53.91838211079715,52.2365055901211,0.0,24
828667,Ching-Hsien Ko,2006-08-11,OF,0,A,138,114,25,3,2,0,23,32,1.0,138.0,114.0,25.0,3.0,2.0,0.0,23.0,32.0,1.0,138.0,138,114.0,114,25.0,25,3.0,3,2.0,2,0.0,0,23.0,23,32.0,32,1.0,1.0,A,0.21929824561403508,0.34782608695652173,32.0,0.2807017543859649,0.6285278413424866,0.06140350877192982,0.16666666666666666,0.2318840579710145,0.0,0.043859649122807015,3.111638492063492,,19.159479808350444,0.6,2.6529228934419677,0.377116704805492,60.0,1.0,159.17537360651806,0.5,1,1,367.08566652658834,1,0.3142639206712433,0.03070175438596491,0.08333333333333333,87.98600753605618,3.060351055653559,269.2680710457115,51.36480604043512,53.703892280215335,52.066531912369186,0.0,25
825582,Nate George,2006-06-04,OF,0,A,278,242,78,13,7,2,29,48,37.0,278.0,242.0,78.0,13.0,7.0,2.0,29.0,48.0,37.0,278.0,278,242.0,242,78.0,78,13.0,13,7.0,7,2.0,2,29.0,29,48.0,48,37.0,37.0,A+,0.32231404958677684,0.38489208633093525,111.0,0.45867768595041325,0.8435697722813484,0.1363636363636364,0.10431654676258993,0.17266187050359713,0.007194244604316547,0.09090909090909091,2.6055903434126257,,19.345653661875428,0.7,2.482264749366433,0.5904988405969439,65.12471014923597,1.0,161.65677231615481,0.65,1,1,374.2543156052341,1,0.5483203519828765,0.08863636363636367,0.06780575539568345,87.88983346487367,2.8407272463307547,249.6710445991392,52.16553645834857,49.795383583985306,51.45449059603959,0.0,26
815195,Wilder Dalis,2006-07-30,SS,0,A,137,116,28,7,0,3,16,26,6.0,137.0,116.0,28.0,7.0,0.0,3.0,16.0,26.0,6.0,137.0,137,116.0,116,28.0,28,7.0,7,0.0,0,3.0,3,16.0,16,26.0,26,6.0,6.0,A,0.2413793103448276,0.32116788321167883,44.0,0.3793103448275862,0.700478228039265,0.1379310344827586,0.11678832116788321,0.1897810218978102,0.021897810218978103,0.08620689655172414,3.1629645845452075,,19.19233401779603,0.6,2.6219763476984888,0.42028693682355894,60.0,1.0,157.3185808619093,0.5,1,1,368.3456850506506,1,0.3502391140196325,0.0689655172413793,0.058394160583941604,87.53991365982294,3.0203960031931336,264.4052053380012,50.76563170194805,52.734023052401504,51.35614910708408,0.0,27
807007,Jeremy Rodriguez,2006-07-04,SS,0,A,492,420,85,7,2,1,60,94,34.0,492.0,420.0,85.0,7.0,2.0,1.0,60.0,94.0,34.0,492.0,492,420.0,420,85.0,85,7.0,7,2.0,2,1.0,1,60.0,60,94.0,94,34.0,34.0,A,0.20238095238095238,0.29471544715447157,99.0,0.2357142857142857,0.5304297328687573,0.033333333333333326,0.12195121951219512,0.1910569105691057,0.0020325203252032522,0.023809523809523808,8.073539177489183,,19.263518138261464,0.6,2.5561582926376074,0.3182578397212544,60.0,1.04,159.5042774605867,0.5,1,1,371.0831310631284,1,0.26521486643437864,0.016666666666666663,0.06097560975609756,86.30551523690644,2.9356071622873734,253.35908867436459,51.47094106803021,50.53094172487965,51.188941265085035,0.0,28
826928,Owen Carey,2006-07-22,OF,0,A,525,469,121,25,2,4,38,82,17.0,525.0,469.0,121.0,25.0,2.0,4.0,38.0,82.0,17.0,525.0,525,469.0,469,121.0,121,25.0,25,2.0,2,4.0,4,38.0,38,82.0,82,17.0,17.0,A,0.2579957356076759,0.3028571428571429,162.0,0.34541577825159914,0.648272921108742,0.08742004264392322,0.07238095238095238,0.15619047619047619,0.007619047619047619,0.06609808102345416,1.483555916305916,,19.21423682409309,0.6,2.6015461302649077,0.3889637526652452,60.0,1.0,156.09276781589446,0.5,1,1,369.18689673233484,1,0.324136460554371,0.04371002132196161,0.03619047619047619,87.65292633700405,2.9940495246404883,262.4372024326547,50.37007020318234,52.34151674585935,50.96150416598544,0.0,29
815792,Chase Harlan,2006-07-09,3B,0,A,123,104,25,3,0,3,18,32,2.0,123.0,104.0,25.0,3.0,0.0,3.0,18.0,32.0,2.0,123.0,123,104.0,104,25.0,25,3.0,3,0.0,0,3.0,3,18.0,18,32.0,32,2.0,2.0,A,0.2403846153846154,0.34959349593495936,37.0,0.3557692307692308,0.7053627267041902,0.11538461538461539,0.14634146341463414,0.2601626016260163,0.024390243902439025,0.057692307692307696,2.9852047813723646,,19.249828884325805,0.6,2.5686859989139403,0.4232176360225141,60.0,1.0,154.1211599348364,0.5,1,1,370.55591207582404,1,0.3526813633520951,0.057692307692307696,0.07317073170731707,88.28954362048395,2.9517257610916987,260.60652033961173,49.73384580424558,51.97639824687694,50.40661153703498,0.0,30
806068,Colt Emerson,2005-07-20,SS,0,A,1011,839,234,51,7,21,132,176,33.0,933.55,776.45,216.7,46.35,6.85,20.05,120.65,162.55,29.349999999999998,933.55,1011,776.45,839,216.7,234,46.35,51,6.85,7,20.05,21,120.65,132,162.55,176,29.349999999999998,33.0,AAA,0.27909073346641766,0.3613625408387339,336.9,0.43389786850408907,0.795260409342823,0.1548071350376714,0.12923785549783087,0.1741202935032939,0.02147715708853302,0.09433962264150943,4.159719938095431,,20.21902806297057,0.9,1.8171183459208828,0.7157343684085408,96.43359210213518,1.0,175.231249371841,1.0,1,1,408.8090958111914,1,0.795260409342823,0.1548071350376714,0.12923785549783087,87.54251937339271,2.0031287468064085,175.35893712469988,56.545927502941076,34.974282071932734,50.07443387363857,0.0,31
814297,Edgleen Perez,2006-05-25,C,0,A,454,357,73,10,0,0,84,84,5.0,454.0,357.0,73.0,10.0,0.0,0.0,84.0,84.0,5.0,454.0,454,357.0,357,73.0,73,10.0,10,0.0,0,0.0,0,84.0,84,84.0,84,5.0,5.0,A,0.20448179271708683,0.3458149779735683,83.0,0.23249299719887956,0.5783079751724478,0.02801120448179273,0.18502202643171806,0.18502202643171806,0.0,0.028011204481792718,10.037835317460315,,19.37303216974675,0.6,2.458111347903713,0.3469847851034687,60.0,1.04,153.3861481091917,0.5,1,1,375.31437545004246,1,0.2891539875862239,0.014005602240896364,0.09251101321585903,88.43979043535764,2.809787025665614,248.49697571785376,49.49666250756935,49.5612226287512,49.5160305439239,0.0,32
815154,Slade Caldwell,2006-06-18,OF,0,A,516,407,106,29,3,3,91,138,24.0,516.0,407.0,106.0,29.0,3.0,3.0,91.0,138.0,24.0,516.0,516,407.0,407,106.0,106,29.0,29,3.0,3,3.0,3,91.0,91,138.0,138,24.0,24.0,A+,0.26044226044226043,0.3817829457364341,150.0,0.36855036855036855,0.7503333142868027,0.10810810810810811,0.17635658914728683,0.26744186046511625,0.005813953488372093,0.085995085995086,3.6818059891089296,,19.307323750855577,0.7,2.516478749630301,0.5252333200007618,60.0,1.0,150.98872497781807,0.65,1,1,372.7727504203519,1,0.4877166542864218,0.07027027027027027,0.11463178294573645,89.19171736901541,2.8846167719336857,257.2839238402309,48.72303043528491,51.313726420245565,49.500239230773104,0.0,33
808153,Luis Merejo,2006-06-28,3B,0,A,578,486,98,22,3,15,65,177,14.0,559.85,470.55,93.65,20.8,2.85,14.55,63.35,172.5,13.55,559.85,578,470.55,486,93.65,98,20.8,22,2.85,3,14.55,15,63.35,65,172.5,177,13.55,14.0,A,0.19902242057167147,0.2804322586407073,163.8,0.3481032833917756,0.628535542032483,0.14908086282010413,0.1131553094578905,0.30811824595873893,0.02598910422434581,0.08118159600467538,4.579809732932144,,19.279945242984258,0.6,2.541205669167145,0.37712132521948977,60.0,1.0,152.47234015002869,0.5,1,1,371.71628857247134,1,0.3142677710162415,0.07454043141005207,0.05657765472894525,86.1991746128033,2.9163809870299664,251.38963393845572,49.201782919620996,50.13814585949071,49.48269180158191,0.0,34
