mlb_player_id,full_name,birth_date,primary_position,current_team,highest_level,milb_pa,total_ab,total_h,total_doubles,total_triples,total_hr,total_bb,total_so,total_sb,mlb_pa,avg_ev,max_ev,hard_hit_pct,barrel_pct,milb_avg,obp,tb,slg,milb_ops,milb_iso,milb_bb_rate,milb_k_rate,milb_age,level_quality,is_young,is_elite_age,age_squared,age_gap,ops_x_level,iso_x_level,bb_rate_x_level,projected_mlb_wrc_plus,projected_mlb_ops,projected_mlb_iso,projected_mlb_obp,projected_mlb_slg,current_age,age_factor,prospect_value,sc_boost,rank
821150,Enddy Azocar,2007-02-24,OF,0,A,287,258,52,9,1,6,21,67,11.0,0,85.4833128556297,105.3366144688645,26.697655912628107,1.78986663059163,0.20155038759689922,0.25435540069686413,81,0.313953488372093,0.5683088890689572,0.1124031007751938,0.07317073170731707,0.23344947735191637,18.62012320328542,0.5,1,1,346.7089881055281,1,0.2841544445344786,0.0562015503875969,0.036585365853658534,85.5286945020818,0.6393364977648206,0.13797647824774528,0.26365727208943834,0.35739186561408953,18.62012320328542,3.797231602154896,324.7722616543568,1.0,11
821262,José Anderson,2006-11-28,OF,0,A,341,306,59,15,3,8,27,101,7.0,0,86.48439110198623,108.28671087882309,41.44276131598897,5.335990494979734,0.19281045751633988,0.25219941348973607,104,0.33986928104575165,0.5920686945354877,0.14705882352941177,0.07917888563049853,0.2961876832844575,18.861054072553046,0.5,1,1,355.73936072776985,1,0.29603434726774386,0.07352941176470588,0.039589442815249266,85.32066656578206,0.6485005013562815,0.14688708944749765,0.26059803773208917,0.3590927543977539,18.861054072553046,3.448364041717516,317.7540560888778,1.08,12
821273,Edward Florentino,2006-11-11,OF,0,A,238,195,51,17,0,10,33,56,29.0,0,87.83890625787717,108.61267029315708,39.186588882828126,9.202790815671257,0.26153846153846155,0.35294117647058826,98,0.5025641025641026,0.8555052790346909,0.241025641025641,0.13865546218487396,0.23529411764705882,18.90759753593429,0.5,1,1,357.4972445808684,1,0.42775263951734543,0.1205128205128205,0.06932773109243698,87.61678427039244,0.7129672685531031,0.1729204824820781,0.29436447456459475,0.4009415656330849,18.90759753593429,3.384758441668941,311.3897327006522,1.05,13
821100,Justin Gonzales,2006-12-31,OF,0,A+,406,355,101,23,2,4,39,63,12.0,0,85.06322083365687,105.8948386741009,29.040581608097792,2.2510349025974032,0.28450704225352114,0.3448275862068966,140,0.39436619718309857,0.7391937833899951,0.10985915492957743,0.0960591133004926,0.15517241379310345,18.770704996577688,0.65,1,1,352.3393660685466,1,0.48047595920349684,0.07140845070422533,0.06243842364532019,87.04441418233003,0.6327672458571252,0.10951973869560616,0.2859472673872067,0.35990289100513917,18.770704996577688,3.575265925600366,311.2069280399298,1.0,14
815888,Leo De Vries,2006-10-11,SS,0,AA,896,754,187,50,11,26,116,191,24.0,0,87.86421272400743,109.25901149738971,37.74032362790991,6.114997117599433,0.2480106100795756,0.33816964285714285,337,0.4469496021220159,0.7851192449791587,0.1989389920424403,0.12946428571428573,0.21316964285714285,18.99247091033539,0.85,1,1,360.71395127993594,1,0.6673513582322849,0.16909814323607425,0.11004464285714287,88.18515065183739,0.6946946979868973,0.15734311970022297,0.3027228037034913,0.3959975483002822,18.99247091033539,3.271776771879022,302.9482339037005,1.05,15
807083,Nathan Flewelling,2006-11-11,C,0,A+,461,352,81,17,2,6,94,127,9.0,0,86.80864844877344,104.98476239871232,30.853465928515913,4.872781784881786,0.23011363636363635,0.3796095444685466,120,0.3409090909090909,0.7205186353776375,0.11079545454545453,0.2039045553145336,0.2754880694143167,18.90759753593429,0.65,1,1,357.4972445808684,1,0.4683371129954644,0.07201704545454544,0.13253796095444684,88.97307307624337,0.6840182693246832,0.11948759504670914,0.31430989818004956,0.35668080941646685,18.90759753593429,3.384758441668941,301.1523601760423,1.0,16
815906,Angel Feliz,2006-11-16,SS,0,A,116,100,23,3,1,3,12,27,5.0,0,83.89189886654937,104.35015196026578,25.876317733232955,3.2132777038208764,0.23,0.3017241379310345,37,0.37,0.6717241379310345,0.13999999999999999,0.10344827586206896,0.23275862068965517,18.89390828199863,0.5,1,1,356.9797701685764,1,0.33586206896551724,0.06999999999999999,0.05172413793103448,87.05995486571575,0.6461670384660113,0.12719307144737863,0.2861758068487613,0.3552620277320187,18.89390828199863,3.4033432046684653,296.294905790977,1.0,17
815902,Yandel Ricardo,2006-10-16,SS,0,A,200,179,38,6,2,0,13,41,14.0,0,87.88009722222222,102.33595199800202,30.12453134920634,8.79859523809524,0.2122905027932961,0.255,48,0.2681564245810056,0.5231564245810056,0.055865921787709494,0.065,0.205,18.978781656399725,0.5,1,1,360.1941531612947,1,0.2615782122905028,0.027932960893854747,0.0325,85.6214357381516,0.6441888264189712,0.1373649024937385,0.26502111379634696,0.35870752609860757,18.978781656399725,3.2897411840935464,295.7559815584672,1.05,18
815896,Emil Morales,2006-09-22,SS,0,A,143,124,42,11,0,5,17,33,5.0,0,88.00997047251691,108.04440866629713,39.73259869808287,8.464225110347172,0.3387096774193548,0.4125874125874126,68,0.5483870967741935,0.9609745093616061,0.2096774193548387,0.11888111888111888,0.23076923076923078,19.044490075290895,0.5,1,1,362.6926022278534,1,0.48048725468080306,0.10483870967741934,0.05944055944055944,87.86134777620993,0.6904228544970024,0.1441803265708897,0.2979609967089702,0.3851691888048264,19.044490075290895,3.2044021191305734,295.62024345394315,1.05,19
815924,Eduardo Beltre,2006-10-10,OF,0,A,108,93,14,3,0,2,14,28,6.0,0,87.72302839674943,102.49492194749695,26.3054745143745,9.269758333333336,0.15053763440860216,0.25925925925925924,23,0.24731182795698925,0.5065710872162486,0.0967741935483871,0.12962962962962962,0.25925925925925924,18.99520876112252,0.5,1,1,360.8179558786257,1,0.2532855436081243,0.04838709677419355,0.06481481481481481,86.13874849033873,0.6462563311342422,0.14482935920626147,0.27262865426968663,0.3538674190447663,18.99520876112252,3.268195678492719,295.59419984524106,1.05,20
814297,Edgleen Perez,2006-05-25,C,0,A,454,357,73,10,0,0,84,84,5.0,0,88.78525613275609,104.88368382904675,36.276315244238496,10.037835317460315,0.20448179271708683,0.3458149779735683,83,0.23249299719887956,0.5783079751724478,0.02801120448179273,0.18502202643171806,0.18502202643171806,19.37303216974675,0.5,1,1,375.31437545004246,1,0.2891539875862239,0.014005602240896364,0.09251101321585903,88.43979043535765,0.6991946969789056,0.1510338215472939,0.30646750640231835,0.3807265743368963,19.37303216974675,2.809787025665614,287.0140069541212,1.1550000000000002,21
806953,Eduardo Tait,2006-08-27,C,0,A+,600,542,139,37,1,19,44,132,0.0,0,87.81590734827515,108.351073566542,38.7980334827278,7.57776072565174,0.2564575645756458,0.305,235,0.43357933579335795,0.7385793357933579,0.17712177121771217,0.07333333333333333,0.22,19.11567419575633,0.65,1,1,365.40899995830443,1,0.4800765682656826,0.11512915129151291,0.04766666666666667,87.22647728947527,0.6483561866071099,0.12983070830792176,0.2886246660216958,0.3627870481362844,19.11567419575633,3.1144478412180727,285.2454295858267,1.05,22
808162,Joshua Liranzo,2006-08-25,3B,0,A,214,182,33,8,2,1,27,65,13.0,0,87.75578279220775,101.44946678876676,29.67609314574314,8.227928571428572,0.1813186813186813,0.2803738317757009,48,0.26373626373626374,0.5441100955119647,0.08241758241758243,0.1261682242990654,0.3037383177570093,19.121149897330596,0.5,1,1,365.61837339618586,1,0.2720550477559823,0.041208791208791215,0.0630841121495327,85.85699944419173,0.6616482559724651,0.14907645026842076,0.26848528594399546,0.3579158955956971,19.121149897330596,3.1076337915038748,280.1527183453946,1.05,23
815520,Braylon Payne,2006-08-14,OF,0,A,361,304,76,10,5,8,55,106,35.0,0,83.20936782106784,104.7707297091156,32.16353384841898,4.439339363065901,0.25,0.3628808864265928,120,0.39473684210526316,0.7576177285318559,0.14473684210526316,0.1523545706371191,0.29362880886426596,19.15126625598905,0.5,1,1,366.7709992077848,1,0.37880886426592797,0.07236842105263158,0.07617728531855955,88.04827107644194,0.6697203584026884,0.1243739085899811,0.30070986877120476,0.3579424184165334,19.15126625598905,3.0704221319130167,270.34536018978406,1.0,24
806992,Enrique Jimenez,2005-11-03,C,0,A,102,78,21,2,1,6,23,24,1.0,0,90.68634044011549,106.93735661717852,45.18270990607107,11.943311940836937,0.2692307692307692,0.43137254901960786,43,0.5512820512820513,0.9826546003016592,0.2820512820512821,0.22549019607843138,0.23529411764705882,19.928815879534564,0.5,1,1,397.157702360389,1,0.4913273001508296,0.14102564102564105,0.11274509803921569,87.57176901855237,0.7212002644386444,0.15769151780129215,0.29370248556694645,0.3966532522018924,19.928815879534564,2.2496962452241656,270.3251366727752,1.3721400000000004,25
828667,Ching-Hsien Ko,2006-08-11,OF,0,A,138,114,25,3,2,0,23,32,1.0,0,84.81787023809522,104.97681803030297,26.153161853185132,3.111638492063492,0.21929824561403508,0.34782608695652173,32,0.2807017543859649,0.6285278413424866,0.06140350877192982,0.16666666666666666,0.2318840579710145,19.159479808350444,0.5,1,1,367.08566652658834,1,0.3142639206712433,0.03070175438596491,0.08333333333333333,87.98600753605618,0.6925584092503179,0.14367469297423902,0.2997942284714141,0.36664767263010106,19.159479808350444,3.060351055653559,269.2680710457115,1.0,26
807007,Jeremy Rodriguez,2006-07-04,SS,0,A,492,420,85,7,2,1,60,94,34.0,0,87.32761984126982,102.74875739667306,30.496785245310228,8.073539177489183,0.20238095238095238,0.29471544715447157,99,0.2357142857142857,0.5304297328687573,0.033333333333333326,0.12195121951219512,0.1910569105691057,19.263518138261464,0.5,1,1,371.0831310631284,1,0.26521486643437864,0.016666666666666663,0.06097560975609756,86.30551523690644,0.6638982277551639,0.14098754754710727,0.2750811064250949,0.36996335868353913,19.263518138261464,2.9356071622873734,266.0270431080828,1.05,27
806967,Brailer Guerrero,2006-06-25,OF,0,A,220,191,48,7,2,6,25,64,9.0,0,87.71479173895042,105.62180528460887,37.62285639501337,3.9852421997864043,0.2513089005235602,0.33181818181818185,77,0.4031413612565445,0.7349595430747263,0.1518324607329843,0.11363636363636363,0.2909090909090909,19.288158795345655,0.5,1,1,372.03306971446995,1,0.36747977153736316,0.07591623036649214,0.056818181818181816,86.98642430668801,0.6512681403659482,0.12185441884474338,0.2850944750983531,0.356533528360345,19.288158795345655,2.906815170324586,265.4961306763206,1.05,28
815195,Wilder Dalis,2006-07-30,SS,0,A,137,116,28,7,0,3,16,26,6.0,0,86.17095021048672,104.08298488165434,34.33172272416367,3.1629645845452075,0.2413793103448276,0.32116788321167883,44,0.3793103448275862,0.700478228039265,0.1379310344827586,0.11678832116788321,0.1897810218978102,19.19233401779603,0.5,1,1,368.3456850506506,1,0.3502391140196325,0.0689655172413793,0.058394160583941604,87.53991365982296,0.6628876400157921,0.13792556419238877,0.2932340244091609,0.3831989043378985,19.19233401779603,3.0203960031931336,264.4052053380013,1.0,29
808153,Luis Merejo,2006-06-28,3B,0,A,578,486,98,22,3,15,65,177,14.0,0,87.18364149239694,106.68164249238721,37.34459685179818,4.579809732932144,0.20164609053497942,0.2820069204152249,171,0.35185185185185186,0.6338587722670768,0.15020576131687244,0.11245674740484429,0.3062283737024221,19.279945242984258,0.5,1,1,371.71628857247134,1,0.3169293861335384,0.07510288065843622,0.056228373702422146,86.2396089205561,0.6492281915076195,0.15181692734183913,0.27411189589053114,0.3607273148968956,19.279945242984258,2.9163809870299664,264.0829335740502,1.05,30
826928,Owen Carey,2006-07-22,OF,0,A,525,469,121,25,2,4,38,82,17.0,0,83.62956977461263,104.47085408151601,25.436100692727226,1.483555916305916,0.2579957356076759,0.3028571428571429,162,0.34541577825159914,0.648272921108742,0.08742004264392322,0.07238095238095238,0.15619047619047619,19.21423682409309,0.5,1,1,369.18689673233484,1,0.324136460554371,0.04371002132196161,0.03619047619047619,87.65292633700405,0.6551250697440717,0.10190525244329657,0.2948959755441776,0.36220230042017815,19.21423682409309,2.9940495246404883,262.4372024326547,1.0,31
808326,Pablo Guerrero,2006-07-31,OF,0,A,107,97,22,3,0,1,6,25,1.0,0,84.66833892496393,105.23085047175046,23.91856730745308,2.470055952380952,0.2268041237113402,0.2616822429906542,28,0.28865979381443296,0.5503420368050871,0.06185567010309276,0.056074766355140186,0.2336448598130841,19.189596167008897,0.5,1,1,368.24060105288254,1,0.27517101840254354,0.03092783505154638,0.028037383177570093,86.37487416989364,0.6457654054255977,0.13241181232405114,0.2761010907337303,0.3563463577209459,19.189596167008897,3.0237055725136703,261.1721883526745,1.0,32
815792,Chase Harlan,2006-07-09,3B,0,A,123,104,25,3,0,3,18,32,2.0,0,83.96797738262309,103.77699452174853,21.108290748140753,2.9852047813723646,0.2403846153846154,0.34959349593495936,37,0.3557692307692308,0.7053627267041902,0.11538461538461539,0.14634146341463414,0.2601626016260163,19.249828884325805,0.5,1,1,370.55591207582404,1,0.3526813633520951,0.057692307692307696,0.07317073170731707,88.28954362048395,0.6457197703517532,0.13130287602419172,0.30425799441888146,0.35812950346875394,19.249828884325805,2.9517257610916987,260.60652033961173,1.0,33
815154,Slade Caldwell,2006-06-18,OF,0,A+,516,407,106,29,3,3,91,138,24.0,0,85.57426554520357,105.34259195966624,35.22877619203981,3.6818059891089296,0.26044226044226043,0.3817829457364341,150,0.36855036855036855,0.7503333142868027,0.10810810810810811,0.17635658914728683,0.26744186046511625,19.307323750855577,0.65,1,1,372.7727504203519,1,0.4877166542864218,0.07027027027027027,0.11463178294573645,89.19171736901541,0.6867093076338786,0.11435117412772824,0.3175252554266972,0.361384341244503,19.307323750855577,2.8846167719336857,257.2839238402309,1.0,34
804606,Konnor Griffin,2006-04-24,SS,0,AA,332,277,91,13,2,12,35,69,39.0,0,87.35392168482377,108.06692414380417,38.75960077533794,7.147088059144897,0.3285198555956679,0.3795180722891566,144,0.51985559566787,0.8993736679570266,0.1913357400722021,0.10542168674698796,0.20783132530120482,19.457905544147845,0.85,1,1,378.61008816497946,1,0.7644676177634726,0.1626353790613718,0.08960843373493976,87.97995917828689,0.6897354969229924,0.15052122358992429,0.2997326435874156,0.38868429416461636,19.457905544147845,2.7159976355556337,250.90102915973378,1.05,35
807080,Eric Hartman,2006-06-16,OF,0,A,370,318,79,17,4,5,37,85,44.0,0,84.42676835118462,104.37830100914115,32.04051819291819,4.333022064769107,0.24842767295597484,0.31351351351351353,119,0.3742138364779874,0.6877273499915009,0.12578616352201255,0.1,0.22972972972972974,19.312799452429843,0.5,1,1,372.98422268977447,1,0.34386367499575043,0.06289308176100628,0.05,86.89831589535785,0.6264564497704732,0.10860880878773485,0.2837987631670279,0.33956387748429673,19.312799452429843,2.878305565873263,250.11990630662154,1.0,36
825582,Nate George,2006-06-04,OF,0,A+,278,242,78,13,7,2,29,48,37.0,0,85.13010266909195,104.24145410162654,31.715092857142846,2.6055903434126257,0.32231404958677684,0.38489208633093525,111,0.45867768595041325,0.8435697722813484,0.1363636363636364,0.10431654676258993,0.17266187050359713,19.345653661875428,0.65,1,1,374.2543156052341,1,0.5483203519828765,0.08863636363636367,0.06780575539568345,87.88983346487367,0.664824976369699,0.1147787514586251,0.2983799038952016,0.3726034290155588,19.345653661875428,2.8407272463307547,249.6710445991392,1.0,37
806956,Ethan Salas,2006-06-01,C,0,AA,759,666,148,40,4,13,77,173,15.0,0,85.35431013258739,107.03675729558795,36.38989363683368,3.8351816154057734,0.2222222222222222,0.2964426877470356,235,0.35285285285285284,0.6492955405998884,0.13063063063063063,0.10144927536231885,0.22793148880105402,19.353867214236825,0.85,1,1,374.57217614631105,1,0.5519012095099051,0.11103603603603603,0.08623188405797101,88.14164820449454,0.6918289453390848,0.12876921891365756,0.3020830618308025,0.37704869308694533,19.353867214236825,2.8314095761534936,249.56510678415825,1.0,38
808307,Kleyver Salazar,2006-05-01,C,0,A,404,344,74,9,0,4,56,82,4.0,0,87.54494145021644,106.27935366613032,28.838465080513352,8.546544841269844,0.21511627906976744,0.3217821782178218,95,0.2761627906976744,0.5979449689154962,0.061046511627906974,0.13861386138613863,0.20297029702970298,19.43874058863792,0.5,1,1,377.8646356723593,1,0.2989724844577481,0.030523255813953487,0.06930693069306931,86.16210131493864,0.654183865064978,0.1383328455569172,0.2729720781608621,0.35715631427931094,19.43874058863792,2.7368984353185093,247.60776628624097,1.05,39
808535,John Gil,2006-05-14,SS,0,AA,646,559,135,30,2,7,78,108,68.0,0,83.69342277756367,103.42516241225499,25.52669237613622,1.087233134920635,0.24150268336314848,0.32972136222910214,190,0.33989266547406083,0.669614027703163,0.09838998211091235,0.12074303405572756,0.16718266253869968,19.4031485284052,0.85,1,1,376.4821728153529,1,0.5691719235476885,0.0836314847942755,0.10263157894736842,88.12534897502593,0.6673495754892695,0.10914351256453989,0.30184336727979344,0.3718204367751951,19.4031485284052,2.776141864962407,244.64847065399144,1.0,40
806988,Welbyn Francisca,2006-05-17,SS,0,A,560,488,123,20,2,4,65,100,53.0,0,83.16330429055235,102.87595207259466,20.773804148629143,0.5472891774891775,0.2520491803278688,0.3357142857142857,159,0.32581967213114754,0.6615339578454332,0.07377049180327871,0.11607142857142858,0.17857142857142858,19.394934976043807,0.5,1,1,376.1635027249674,1,0.3307669789227166,0.03688524590163936,0.05803571428571429,87.70350560357176,0.6576906012185211,0.08982958490637802,0.2956397882878206,0.3554459400580454,19.394934976043807,2.78527765883725,244.27861475933597,1.0,41
805804,George Wolkow,2006-01-11,OF,0,A,821,704,162,27,6,24,93,279,39.0,0,87.74343404141335,107.49215370913987,41.248675549073525,5.372532894893479,0.23011363636363635,0.3105968331303289,273,0.3877840909090909,0.6983809240394198,0.15767045454545453,0.11327649208282582,0.3398294762484775,19.73990417522245,0.5,1,1,389.66381684696466,1,0.3491904620197099,0.07883522727272727,0.05663824604141291,86.7775771729318,0.6621215739674515,0.16025801847905607,0.28202319371958573,0.39274892618133095,19.73990417522245,2.426281617164447,238.76011687383857,1.1340000000000001,42
806981,Luis Almeyda,2006-04-17,SS,0,A,204,181,43,9,1,3,18,52,14.0,0,84.1668216356507,101.935991005106,29.910177564102536,1.5538842823842822,0.23756906077348067,0.29901960784313725,63,0.34806629834254144,0.6470859061856786,0.11049723756906077,0.08823529411764706,0.2549019607843137,19.477070499657767,0.5,1,1,379.35627524863884,1,0.3235429530928393,0.055248618784530384,0.04411764705882353,87.07235985885049,0.6581011209799318,0.13635068243138343,0.28635823321839005,0.36708963056545174,19.477070499657767,2.695256448376514,234.6823393849271,1.0,43
808119,Yaikel Mijares,2005-12-13,2B,0,A,313,261,48,8,1,1,48,105,17.0,0,89.12994668109667,101.02530675990675,40.8278613997114,8.502597222222224,0.1839080459770115,0.30670926517571884,61,0.23371647509578544,0.5404257402715043,0.04980842911877395,0.15335463258785942,0.3354632587859425,19.81930184804928,0.5,1,1,392.8047257440897,1,0.2702128701357521,0.024904214559386975,0.07667731629392971,87.32471756241031,0.6610495566141479,0.12499019821517332,0.2900693759177981,0.3427256879466386,19.81930184804928,2.3504359405626403,232.75480938236572,1.1340000000000001,44
808288,Luis Lameda,2006-01-17,SS,0,A,287,228,48,9,1,0,55,51,7.0,0,88.77870216450214,104.27944054834052,36.30566762519088,9.97644246031746,0.21052631578947367,0.3588850174216028,59,0.25877192982456143,0.6176569472461642,0.04824561403508776,0.1916376306620209,0.17770034843205576,19.72347707049966,0.5,1,1,389.0155477505258,1,0.3088284736230821,0.02412280701754388,0.09581881533101046,88.92362135535683,0.7036873477357921,0.14336179958927997,0.3135826669905414,0.3855816019727667,19.72347707049966,2.442276823484499,228.0349044713242,1.05,45
815653,Tyson Lewis,2006-01-10,SS,0,A,144,127,34,8,1,3,14,51,8.0,0,84.97860418020113,105.45402171717173,42.11926742529917,4.186347433979188,0.2677165354330709,0.3333333333333333,53,0.41732283464566927,0.7506561679790026,0.14960629921259838,0.09722222222222222,0.3541666666666667,19.742642026009584,0.5,1,1,389.7719141671598,1,0.3753280839895013,0.07480314960629919,0.04861111111111111,87.08049318933001,0.6279959417037586,0.1024337641004682,0.2864778410195588,0.3381582508081087,19.742642026009584,2.4236259527782864,227.93458673634447,1.08,46
806964,Sebastian Walcott,2006-03-14,SS,0,AA,1083,943,244,54,11,24,126,245,59.0,0,85.77792967071451,108.24089091724784,37.348746505198854,4.920015427831904,0.25874867444326616,0.34164358264081257,392,0.41569459172852596,0.7573381743693386,0.1569459172852598,0.11634349030470914,0.22622345337026778,19.57015742642026,0.85,1,1,382.99106169487203,1,0.6437374482139377,0.13340402969247084,0.09889196675900276,87.72709915355009,0.6812940311089107,0.14999252061497179,0.2959867522580899,0.38767651130951375,19.57015742642026,2.5967446068157005,227.8048715985674,1.0,47
815793,Carter Johnson,2006-02-22,SS,0,A,586,519,97,20,5,4,54,174,13.0,0,87.64734971139971,103.95933452658456,27.002704140304132,8.90318650793651,0.18689788053949905,0.257679180887372,139,0.2678227360308285,0.5255019169182005,0.08092485549132947,0.09215017064846416,0.29692832764505117,19.6249144421629,0.5,1,1,385.137266862214,1,0.26275095845910024,0.040462427745664734,0.04607508532423208,85.39645733815456,0.6460697913548806,0.14106856246290783,0.26171260791403794,0.35894341347908143,19.6249144421629,2.5404869618753434,227.79601578082196,1.05,48
808041,Abraham Nunez,2006-02-17,OF,0,A,273,245,50,8,2,2,23,60,16.0,0,87.60784700577204,101.72343218299788,27.40332839105338,5.685910317460316,0.20408163265306123,0.2673992673992674,68,0.27755102040816326,0.5449502878074306,0.07346938775510203,0.08424908424908426,0.21978021978021978,19.638603696098563,0.5,1,1,385.6747551324162,1,0.2724751439037153,0.03673469387755102,0.04212454212454213,85.60415918503055,0.6498850047603796,0.13954952861033795,0.2647670468386848,0.3613813989940007,19.638603696098563,2.5266140300990005,227.10310311331273,1.05,49
