MLB_ID,Name,Organization,Position,Rank,Has_2025_PBP,Has_2025_Pitch,Has_2024_PBP,Has_2024_Pitch,Has_Any_PBP,Has_Any_Pitch
813930,Ivan Luciano,ARI,C,1788,True,False,False,False,True,False
828076,Dax Kilby,NYY,RF,1792,True,False,False,False,True,False
815787,Ethan Holliday,COL,3B,1795,True,False,False,False,True,False
700341,Kenny Castillo,ARI,C,1817,True,False,False,False,True,False
682625,Antonio Gomez,NYY,C,1894,True,False,False,False,True,True
806979,Gian Zapata,ARI,CF,9999,True,False,False,False,True,False
821380,Pedro Blanco,ARI,1B,9999,True,False,False,False,True,False
806869,Pedro Catuy,ARI,CF,9999,True,False,False,False,True,False
829042,Ayden Johnson,ATH,3B,9999,True,False,False,False,True,False
829048,Darwing Ozuna,ATH,RF,9999,True,False,False,False,True,False
829679,Shotaro Morii,ATH,DH,9999,True,False,False,False,True,False
829053,Diego Tornes,ATL,LF,9999,True,False,False,False,True,False
808545,Mario Baez,ATL,SS,9999,True,False,False,False,True,False
821751,Elvin Garcia,BAL,3B,9999,True,False,False,False,True,False
829043,Wilfri De La Cruz,BAL,3B,9999,True,False,False,False,True,False
829039,Dorian Soto,BOS,SS,9999,True,False,False,False,True,False
815890,Fernando Cruz,CHC,SS,9999,True,False,False,False,True,False
829040,Juan Cabada,CHC,SS,9999,True,False,False,False,True,False
829823,Juan Tomas,CHC,SS,9999,True,False,False,False,True,False
829078,Alejandro Cruz,CHW,3B,9999,True,False,False,False,True,False
806823,Sheng-En  Lin,CIN,SP,9999,True,False,False,False,True,False
829958,Kamuel Villar,COL,SS,9999,True,False,False,False,True,False
829038,Cris Rodriguez,DET,RF,9999,True,False,False,False,True,False
815017,Josueth Quinonez,DET,CF,9999,True,False,False,False,True,False
829037,Kevin Alvarez,HOU,LF,9999,True,False,False,False,True,False
808113,Anyelo Marquez,LAA,2B,9999,True,False,False,False,True,False
808115,Bryan Martinez,LAA,RF,9999,True,False,False,False,True,False
807011,Felix Morrobel,LAA,SS,9999,True,False,False,False,True,False
829058,Gabriel Davalillo,LAA,C,9999,True,False,False,False,True,False
815915,Joswa Lugo,LAA,SS,9999,True,False,False,False,True,False
703200,Yoffry Solano,MIA,2B,9999,True,False,False,False,True,False
702652,Andrew Fischer,MIL,3B,9999,True,False,False,False,True,False
829061,Haritzon Castillo,MIN,SS,9999,True,False,False,False,True,False
806128,Antonio Jimenez,NYM,SS,9999,True,False,False,False,True,False
830802,Cesar Acosta,NYM,C,9999,True,False,False,False,True,False
815898,Yovanny Rodriguez,NYM,C,9999,True,False,False,False,True,False
821043,Richard Matic,NYY,3B,9999,True,False,False,False,True,False
821648,Wilberson De Pena,NYY,RF,9999,True,False,False,False,True,False
829059,Johan De Los Santos,PIT,CF,9999,True,False,False,False,True,False
829060,Deivid Coronil,SDP,SS,9999,True,False,False,False,True,False
829036,Kendry Martínez,SEA,2B,9999,True,False,False,False,True,False
808401,Angel Guzman,SFG,LF,9999,True,False,False,False,True,False
815921,Yohendry Sanchez,SFG,C,9999,True,False,False,False,True,False
829794,Juan Rujano,STL,C,9999,True,False,False,False,True,False
829062,Royelny Strop,STL,CF,9999,True,False,False,False,True,False
829055,Eliomar Garces,TBR,SS,9999,True,False,False,False,True,False
815904,Leonardo Pineda,TBR,CF,9999,True,False,False,False,True,False
829044,Maykel Coret,TBR,RF,9999,True,False,False,False,True,False
829068,Raymer Medina,TBR,2B,9999,True,False,False,False,True,False
803849,Devin Fitz-Gerald,TEX,3B,9999,True,False,False,False,True,False
815922,Franklin Rojas,TOR,C,9999,True,False,False,False,True,False
829049,Brayan Cortesia,WSN,SS,9999,True,False,False,False,True,False
829747,Daniel Hernandez,WSN,C,9999,True,False,False,False,True,False
812158,Dashyll Tejeda,WSN,CF,9999,True,False,False,False,True,False
826723,Ronny Cruz,WSN,SS,9999,True,False,False,False,True,False
806550,Sir Jamison Jones,WSN,C,9999,True,False,False,False,True,False
815900,Victor Hurtado,WSN,RF,9999,True,False,False,False,True,False
