MLB_ID,Name,Organization,Position,Rank,Has_2025_PBP,Has_2025_Pitch,Has_2024_PBP,Has_2024_Pitch,Has_Any_PBP,Has_Any_Pitch
675660,Shane Drohan,BOS,RP,1379,False,False,False,False,False,False
693308,Nick Frasso,LAD,SP,1386,False,False,False,False,False,False
694397,Marco Raya,MIN,RP,1394,False,False,False,False,False,False
669434,Stevie Emanuels,ATH,DH,1395,False,False,False,False,False,False
696040,Po-Yu Chen,PIT,SP,1396,False,False,False,False,False,False
694820,Braxton Roxby,SFG,DH,1399,False,False,False,False,False,False
679693,Carson Coleman,NYY,DH,1405,False,False,False,False,False,False
682126,Evan Reifert,TBR,DH,1406,False,False,False,False,False,False
669081,Jack Dashwood,LAA,DH,1418,False,False,False,False,False,False
689441,Coleman Crow,MIL,SP,1421,False,False,False,False,False,False
694205,Victor Lizarraga,SDP,SP,1425,False,False,False,False,False,False
684049,Brandan Bidois,PIT,DH,1427,False,False,False,False,False,False
695776,Josh Stephan,TEX,SP,1428,False,False,False,False,False,False
693176,Elison Joseph,ATL,DH,1429,False,False,False,False,False,False
691641,Jose Acuna,CIN,SP,1431,False,False,False,False,False,False
682769,Eiberson Castellano,PHI,DH,1434,False,False,False,False,False,False
695001,Alimber Santa,HOU,RP,1436,False,False,False,False,False,False
691414,Yorman Gómez,CLE,DH,1443,False,False,False,False,False,False
800316,Alexander Albertus,CHW,3B,1444,False,False,False,False,False,False
692838,Jaydenn  Estanista,PHI,DH,1448,False,False,False,False,False,False
700322,Keythel Key,LAA,DH,1449,False,False,False,False,False,False
699044,Miguel Ullola,HOU,DH,1451,False,False,False,False,False,False
702878,Douglas Orellana,NYM,DH,1456,False,False,False,False,False,False
683522,Michael Arias,NYY,RP,1461,False,False,False,False,False,False
694518,Austin Smith,COL,DH,1462,False,False,False,False,False,False
694391,Austin Vernon,TBR,DH,1466,False,False,False,False,False,False
694553,Tyson Guerrero,KCR,DH,1467,False,False,False,False,False,False
687900,Andrew Baker,PHI,DH,1468,False,False,False,False,False,False
690984,Petey Halpin,CLE,CF,1476,False,False,False,False,False,False
694312,Logan Workman,TBR,SP,1476,False,False,False,False,False,False
702129,Alex Pham,BAL,SP,1485,False,False,False,False,False,False
702303,Riley Martin,CHC,DH,1487,False,False,False,False,False,False
700413,Tyler Uberstine,BOS,RP,1491,False,False,False,False,False,False
694203,Denzer Guzman,LAA,SS,1492,False,False,False,False,False,False
691947,Ronan Kopp,LAD,DH,1497,False,False,False,False,False,False
687394,Jack Brannigan,PIT,SS,1497,False,False,False,False,False,False
701566,Connor Cooke,TOR,DH,1500,False,False,False,False,False,False
696275,RJ Petit,DET,DH,1503,False,False,False,False,False,False
702021,Will Dion,CLE,SP,1504,False,False,False,False,False,False
684949,Zac Leigh,CHC,DH,1506,False,False,False,False,False,False
674265,Kevin Abel,CIN,RP,1508,False,False,False,False,False,False
691725,Andrew Painter,PHI,SP,1509,False,False,False,False,False,False
694909,Christian McGowan,PHI,DH,1510,False,False,False,False,False,False
672021,Eric Cerantola,KCR,DH,1511,False,False,False,False,False,False
681320,Nate Lavender,TBR,DH,1513,False,False,False,False,False,False
691795,Brock Selvidge,NYY,SP,1515,False,False,False,False,False,False
694357,Ricky Tiedemann,TOR,SP,1520,False,False,False,False,False,False
702504,Gavin Turley,ATH,LF,1523,False,False,False,False,False,False
695239,Robby Ahlstrom,TEX,DH,1531,False,False,False,False,False,False
700924,Frank Mozzicato,KCR,DH,1533,False,False,False,False,False,False
689713,Jack Hartman,TBR,DH,1534,False,False,False,False,False,False
695667,Ben Kudrna,KCR,SP,1535,False,False,False,False,False,False
695556,Shane Panzini,KCR,DH,1536,False,False,False,False,False,False
696143,Anthony Solometo,PIT,SP,1537,False,False,False,False,False,False
700712,Walbert Urena,LAA,DH,1540,False,False,False,False,False,False
702905,Reynaldo Yean,LAD,DH,1541,False,False,False,False,False,False
800276,Juan Villavicencio,PHI,SS,1549,False,False,False,False,False,False
800393,Yeremy Cabrera,TEX,CF,1551,False,False,False,False,False,False
800508,Franyerber Montilla,DET,SS,1553,False,False,False,False,False,False
800067,Jose Fleury,HOU,SP,1557,False,False,False,False,False,False
801179,Yu-Min Lin,ARI,SP,1558,False,False,False,False,False,False
801725,Luis De León,BAL,SP,1559,False,False,False,False,False,False
800212,Francis Pena,SDP,DH,1560,False,False,False,False,False,False
800571,Santiago Suarez,TBR,SP,1561,False,False,False,False,False,False
801739,Carlos Lagrange,NYY,DH,1562,False,False,False,False,False,False
804522,Wilmy Sanchez,HOU,DH,1563,False,False,False,False,False,False
695684,Elmer Rodriguez-Cruz,NYY,SP,1564,False,False,False,False,False,False
700327,Welinton Herrera,COL,DH,1565,False,False,False,False,False,False
800514,Carlos Espinosa,LAA,DH,1566,False,False,False,False,False,False
805871,Joel Hurtado,LAA,DH,1569,False,False,False,False,False,False
689359,Dale Stanavich,MIA,DH,1570,False,False,False,False,False,False
687985,Josh White,MIA,RP,1572,False,False,False,False,False,False
702571,Jacob Miller,MIA,SP,1574,False,False,False,False,False,False
701603,Tyler Stuart,WSN,SP,1577,False,False,False,False,False,False
671726,Marquis Grissom Jr.,WSN,DH,1578,False,False,False,False,False,False
686951,Cy Nielson,PIT,DH,1579,False,False,False,False,False,False
693781,Wilian Bormie,TEX,DH,1580,False,False,False,False,False,False
804556,Braden Nett,ATH,RP,1582,False,False,False,False,False,False
686628,Blake Burkhalter,ATL,DH,1583,False,False,False,False,False,False
690279,Mason Adams,CHW,SP,1584,False,False,False,False,False,False
691009,Dylan Ray,ARI,SP,1585,False,False,False,False,False,False
701474,Duncan Davitt,CHW,SP,1586,False,False,False,False,False,False
702275,JR Ritchie,ATL,SP,1587,False,False,False,False,False,False
702318,Chris Campos,LAD,SP,1588,False,False,False,False,False,False
801517,Spencer Giesting,ARI,RP,1589,False,False,False,False,False,False
805257,Jack Choate,SFG,RP,1590,False,False,False,False,False,False
805725,Jake Miller,DET,RP,1591,False,False,False,False,False,False
699314,David Davalillo,TEX,SP,1592,False,False,False,False,False,False
800059,Dalton Rogers,BOS,RP,1594,False,False,False,False,False,False
687087,Michael Prosecky,COL,SP,1595,False,False,False,False,False,False
687531,William Kempner,MIA,DH,1596,False,False,False,False,False,False
687721,Cameron Weston,BAL,SP,1597,False,False,False,False,False,False
687238,Trace Bright,BAL,SP,1598,False,False,False,False,False,False
689818,David Sandlin,BOS,DH,1600,False,False,False,False,False,False
694680,Trevor Martin,TBR,SP,1601,False,False,False,False,False,False
801432,Eric Reyzelman,NYY,DH,1602,False,False,False,False,False,False
703445,Adam Serwinowski,LAD,SP,1603,False,False,False,False,False,False
686934,Alex McFarlane,PHI,DH,1605,False,False,False,False,False,False
688214,Ryan Jennings,TOR,DH,1606,False,False,False,False,False,False
703596,Karson Milbrandt,MIA,RP,1607,False,False,False,False,False,False
687312,Gabriel Hughes,COL,SP,1608,False,False,False,False,False,False
689233,Lucas Wepf,LAD,DH,1613,False,False,False,False,False,False
702281,Robby Snelling,MIA,SP,1614,False,False,False,False,False,False
671382,Cameron Foster,BAL,DH,1616,False,False,False,False,False,False
687562,Jake Bennett,WSN,SP,1617,False,False,False,False,False,False
688730,Marques Johnson,SFG,DH,1618,False,False,False,False,False,False
688883,Peyton Pallette,CHW,DH,1619,False,False,False,False,False,False
691008,Max Rajcic,STL,SP,1620,False,False,False,False,False,False
669361,Brandon Birdsell,CHC,SP,1621,False,False,False,False,False,False
677337,Pete Hansen,STL,SP,1622,False,False,False,False,False,False
687570,Connor Prielipp,MIN,SP,1623,False,False,False,False,False,False
683000,Riley Cornelio,WSN,DH,1624,False,False,False,False,False,False
690939,Connor Noland,CHC,SP,1626,False,False,False,False,False,False
695380,Alex Hoppe,BOS,DH,1627,False,False,False,False,False,False
806270,Dominic Perachi,PIT,SP,1628,False,False,False,False,False,False
696519,Samy Natera Jr.,LAA,DH,1629,False,False,False,False,False,False
804926,Austin Peterson,CLE,SP,1630,False,False,False,False,False,False
681077,Michael Knorr,HOU,DH,1631,False,False,False,False,False,False
686632,Steven Zobac,KCR,SP,1632,False,False,False,False,False,False
701328,Jackson Ferris,LAD,SP,1634,False,False,False,False,False,False
689275,Henry Williams,KCR,SP,1635,False,False,False,False,False,False
703725,Luis Gastelum,STL,DH,1636,False,False,False,False,False,False
814305,Yunior Tur,ATH,DH,1640,False,False,False,False,False,False
808277,Miguel Rodríguez,BAL,C,1645,False,False,False,False,False,False
688776,Jackson Lancaster,TBR,DH,1649,False,False,False,False,False,False
681289,Tanner Kohlhepp,DET,DH,1654,False,False,False,False,False,False
814546,Eriandys Ramon,CHC,3B,1655,False,False,False,False,False,False
694753,Khristian Curtis,PIT,RP,1657,False,False,False,False,False,False
805345,Trent Harris,SFG,DH,1658,False,False,False,False,False,False
695229,Camden Minacci,LAA,DH,1660,False,False,False,False,False,False
694492,Hayden Durke,ARI,DH,1661,False,False,False,False,False,False
813766,Skylar Hales,STL,DH,1662,False,False,False,False,False,False
815590,Ryan Lobus,TEX,DH,1663,False,False,False,False,False,False
694900,Kyle Amendt,ARI,DH,1665,False,False,False,False,False,False
801367,Matt Jachec,CLE,RP,1666,False,False,False,False,False,False
687268,K.C. Hunt,MIL,SP,1667,False,False,False,False,False,False
690658,Will Johnston,ATH,SP,1668,False,False,False,False,False,False
814351,Lucas Braun,ATL,SP,1670,False,False,False,False,False,False
814490,Ethan Pecko,HOU,SP,1671,False,False,False,False,False,False
694375,T.J. Nichols,TBR,RP,1672,False,False,False,False,False,False
692243,Jaden Woods,PIT,DH,1673,False,False,False,False,False,False
804249,Tate Kuehner,MIL,RP,1674,False,False,False,False,False,False
802126,Joe Whitman,SFG,SP,1676,False,False,False,False,False,False
811290,Jaden Hamm,DET,SP,1677,False,False,False,False,False,False
694968,Jack Mahoney,COL,SP,1679,False,False,False,False,False,False
801802,James Hicks,HOU,SP,1680,False,False,False,False,False,False
804668,Rafael Flores,PIT,C,1680,False,False,False,False,False,False
811310,Nigel Belgrave,MIA,SP,1682,False,False,False,False,False,False
694795,Josh Ekness,MIA,DH,1683,False,False,False,False,False,False
695034,Kade Morris,ATH,RP,1684,False,False,False,False,False,False
683093,Hayden Mullins,BOS,DH,1685,False,False,False,False,False,False
694346,Trey Gibson,BAL,SP,1686,False,False,False,False,False,False
806258,Thomas White,MIA,SP,1687,False,False,False,False,False,False
801643,Owen Wild,TBR,SP,1688,False,False,False,False,False,False
814527,Patrick Copen,LAD,DH,1689,False,False,False,False,False,False
802357,Drue Hackenberg,ATL,SP,1690,False,False,False,False,False,False
695033,Juaron Watts-Brown,BAL,RP,1691,False,False,False,False,False,False
814489,Brett Wichrowski,MIL,SP,1692,False,False,False,False,False,False
687273,Quinn Mathews,STL,SP,1694,False,False,False,False,False,False
694494,Ty Johnson,TBR,SP,1695,False,False,False,False,False,False
694545,Jackson Nezuh,HOU,SP,1696,False,False,False,False,False,False
806046,Alex Clemmey,WSN,DH,1697,False,False,False,False,False,False
691946,George Klassen,LAA,SP,1698,False,False,False,False,False,False
694370,Levi Wells,BAL,DH,1699,False,False,False,False,False,False
815322,Kai Peterson,TOR,DH,1701,False,False,False,False,False,False
691765,Jackson Baumeister,TBR,SP,1702,False,False,False,False,False,False
702650,Michael Forret,BAL,RP,1705,False,False,False,False,False,False
701675,Nathan Church,STL,CF,1706,False,False,False,False,False,False
815456,Ben Shields,COL,DH,1707,False,False,False,False,False,False
688396,Zach Fruit,BAL,SP,1709,False,False,False,False,False,False
813883,Ryan Ignoffo,MIA,C,1711,False,False,False,False,False,False
811315,Brody Hopkins,TBR,SP,1711,False,False,False,False,False,False
814804,Grant Rogers,TOR,SP,1712,False,False,False,False,False,False
696280,Alonzo Tredwell,HOU,RP,1713,False,False,False,False,False,False
811309,Bishop Letson,MIL,SP,1714,False,False,False,False,False,False
694393,Jaxon Wiggins,CHC,SP,1715,False,False,False,False,False,False
694573,Wyatt Crowell,LAD,SP,1716,False,False,False,False,False,False
808510,Manuel Genao,MIA,DH,1725,False,False,False,False,False,False
801629,Cade McGee,STL,3B,1728,False,False,False,False,False,False
813715,Khadim Diaw,MIN,C,1729,False,False,False,False,False,False
702501,Eli Serrano III,NYM,LF,1730,False,False,False,False,False,False
816120,Griffin Burkholder,PHI,CF,1731,False,False,False,False,False,False
809840,Micah Ashman,BAL,RP,1732,False,False,False,False,False,False
695695,Tyson Neighbors,BAL,DH,1733,False,False,False,False,False,False
824620,Tyson Hardin,MIL,SP,1734,False,False,False,False,False,False
826538,Aidan Foeller,LAD,SP,1737,False,False,False,False,False,False
691776,Josh Hartle,CLE,SP,1738,False,False,False,False,False,False
805207,Caden Bodine,BAL,C,1745,False,False,False,False,False,False
702695,Easton Carmichael,PIT,C,1747,False,False,False,False,False,False
822067,A.J. Causey,KCR,DH,1748,False,False,False,False,False,False
701207,Dennis Colleran,KCR,DH,1749,False,False,False,False,False,False
806053,Dean Curley,CLE,3B,1751,False,False,False,False,False,False
804560,Charles Davalan,LAD,LF,1752,False,False,False,False,False,False
804995,Henry Godbout,BOS,2B,1755,False,False,False,False,False,False
702631,Adonys Guzman,PIT,C,1757,False,False,False,False,False,False
805260,Ethan Hedges,COL,3B,1758,False,False,False,False,False,False
696292,Ben Hess,NYY,SP,1759,False,False,False,False,False,False
827292,John Holobetz,BOS,SP,1760,False,False,False,False,False,False
702262,Jared Jones,PIT,1B,1763,False,False,False,False,False,False
695611,Gage Jump,ATH,SP,1764,False,False,False,False,False,False
800600,Jackson Kent,WSN,SP,1765,False,False,False,False,False,False
702264,Gavin Kilen,SFG,SS,1766,False,False,False,False,False,False
702193,Andrew Morris,MIN,SP,1767,False,False,False,False,False,False
690971,Chase Davis,STL,CF,1768,False,False,False,False,False,False
833397,James  Quinn-Irons,TBR,CF,1769,False,False,False,False,False,False
702278,Nolan Schubart,CLE,LF,1771,False,False,False,False,False,False
822412,Brett Sears,ATL,SP,1772,False,False,False,False,False,False
701590,Khal Stephen,CLE,SP,1774,False,False,False,False,False,False
804911,Brendan Summerhill,TBR,CF,1775,False,False,False,False,False,False
823990,Zane Taylor,ATH,DH,1776,False,False,False,False,False,False
811716,Landyn Vidourek,LAD,CF,1777,False,False,False,False,False,False
830239,Aaron Walton,CLE,CF,1779,False,False,False,False,False,False
829649,Colin Yeaman,BAL,SS,1781,False,False,False,False,False,False
827734,Wei-En Lin,ATH,SP,1784,False,False,False,False,False,False
815816,Brady  Ebel,MIL,SS,1793,False,False,False,False,False,False
815617,Kayson Cunningham,ARI,2B,1794,False,False,False,False,False,False
816111,Tate Southisene,ATL,SS,1796,False,False,False,False,False,False
816113,Eli Willits,WSN,SS,1797,False,False,False,False,False,False
815818,Gavin Fien,TEX,RF,1798,False,False,False,False,False,False
829210,Ty Harvey,SDP,C,1799,False,False,False,False,False,False
815839,Quentin Young,MIN,3B,1800,False,False,False,False,False,False
694369,Cole Foster,SFG,SS,1887,False,False,False,False,False,False
802416,Ashton Izzi,ARI,SP,9999,False,False,False,False,False,False
805299,Brandyn Garcia,ARI,RP,9999,False,False,False,False,False,False
826536,Brian Curley,ARI,DH,9999,False,False,False,False,False,False
694364,Caden Grice,ARI,SP,9999,False,False,False,False,False,False
805879,Connor Foley,ARI,DH,9999,False,False,False,False,False,False
811666,Daniel Eagen,ARI,SP,9999,False,False,False,False,False,False
701908,David Hagaman,ARI,SP,9999,False,False,False,False,False,False
683384,Edgar Isea,ARI,DH,9999,False,False,False,False,False,False
829066,Elian De La Cruz,ARI,RF,9999,False,False,False,False,False,False
694491,Grayson Hitt,ARI,SP,9999,False,False,False,False,False,False
675450,Hunter Cranton,ARI,DH,9999,False,False,False,False,False,False
700255,Jacob Steinmetz,ARI,SP,9999,False,False,False,False,False,False
692544,Joe Elbis,ARI,SP,9999,False,False,False,False,False,False
686228,Juan Burgos,ARI,RP,9999,False,False,False,False,False,False
815795,Junior Ciprian,ARI,SP,9999,False,False,False,False,False,False
684442,Kohl Drake,ARI,SP,9999,False,False,False,False,False,False
683352,Mitch Bratt,ARI,SP,9999,False,False,False,False,False,False
804467,Patrick Forbes,ARI,SP,9999,False,False,False,False,False,False
700282,Ricardo Yan,ARI,SP,9999,False,False,False,False,False,False
809109,Roman Angelo,ARI,RP,9999,False,False,False,False,False,False
681060,Sam Knowlton,ARI,DH,9999,False,False,False,False,False,False
808054,Yordin Chalas,ARI,SP,9999,False,False,False,False,False,False
800612,Cole Miller,ATH,SP,9999,False,False,False,False,False,False
692013,Henry Baez,ATH,SP,9999,False,False,False,False,False,False
150374,Jamie Arnold,ATH,SP,9999,False,False,False,False,False,False
687991,Jared Johnson,ATH,DH,9999,False,False,False,False,False,False
695761,Kenya Huggins,ATH,SP,9999,False,False,False,False,False,False
806960,Luis Morales,ATH,SP,9999,False,False,False,False,False,False
803370,Richard Fernandez,ATH,DH,9999,False,False,False,False,False,False
702023,Sam Stuhr,ATH,SP,9999,False,False,False,False,False,False
806064,Steven Echavarria,ATH,SP,9999,False,False,False,False,False,False
828987,Briggs McKenzie,ATL,P,9999,False,False,False,False,False,False
805780,Cade Kuehler,ATL,DH,9999,False,False,False,False,False,False
807284,Cam Caminiti,ATL,SP,9999,False,False,False,False,False,False
692290,Carter Holton,ATL,SP,9999,False,False,False,False,False,False
805175,Davis Polo,ATL,SP,9999,False,False,False,False,False,False
800311,Didier Fuentes,ATL,SP,9999,False,False,False,False,False,False
815626,Ethan Bagwell,ATL,SP,9999,False,False,False,False,False,False
803833,Garrett Baumann,ATL,SP,9999,False,False,False,False,False,False
803349,Herick Hernandez,ATL,DH,9999,False,False,False,False,False,False
702910,Jhancarlos  Lara,ATL,DH,9999,False,False,False,False,False,False
804860,Landon Beidelschies,ATL,SP,9999,False,False,False,False,False,False
808469,Logan Samuels,ATL,SP,9999,False,False,False,False,False,False
808244,Luis Arestigueta,ATL,SP,9999,False,False,False,False,False,False
820827,Luke Sinnard,ATL,SP,9999,False,False,False,False,False,False
702566,Owen Murphy,ATL,SP,9999,False,False,False,False,False,False
829909,Raudy Reyes,ATL,DH,9999,False,False,False,False,False,False
691548,Rolddy Muñoz,ATL,DH,9999,False,False,False,False,False,False
689296,Anthony Nunez,BAL,DH,9999,False,False,False,False,False,False
815348,Boston Bateman,BAL,SP,9999,False,False,False,False,False,False
688867,Braxton Bragg,BAL,SP,9999,False,False,False,False,False,False
815916,Emilio Sanchez,BAL,SS,9999,False,False,False,False,False,False
821757,Esteban Mejia,BAL,SP,9999,False,False,False,False,False,False
829072,José Peña,BAL,SS,9999,False,False,False,False,False,False
804530,Joseph Dzierwa,BAL,SP,9999,False,False,False,False,False,False
802411,JT Quinn,BAL,SP,9999,False,False,False,False,False,False
693725,Juan Nuñez,BAL,SP,9999,False,False,False,False,False,False
808323,Keeler Morfe,BAL,SP,9999,False,False,False,False,False,False
811296,Kiefer Lord,BAL,DH,9999,False,False,False,False,False,False
808029,Luis De Leon,BAL,P,9999,False,False,False,False,False,False
815148,Nestor German,BAL,SP,9999,False,False,False,False,False,False
694345,Patrick Reilly,BAL,SP,9999,False,False,False,False,False,False
703148,Raimon Gomez,BAL,DH,9999,False,False,False,False,False,False
828173,Slater de Brun,BAL,OF,9999,False,False,False,False,False,False
828520,Twine Palmer,BAL,RP,9999,False,False,False,False,False,False
800286,Wellington Aracena,BAL,DH,9999,False,False,False,False,False,False
700072,Yaqui Rivera,BAL,DH,9999,False,False,False,False,False,False
809254,Anthony Eyanson,BOS,SP,9999,False,False,False,False,False,False
820832,Blake Aita,BOS,SP,9999,False,False,False,False,False,False
687762,Blake Wehunt,BOS,RP,9999,False,False,False,False,False,False
700251,Brandon Clarke,BOS,SP,9999,False,False,False,False,False,False
813349,Connelly Early,BOS,RP,9999,False,False,False,False,False,False
815359,Conrad Cason,BOS,SP,9999,False,False,False,False,False,False
699151,Jedixson Paez,BOS,SP,9999,False,False,False,False,False,False
695293,Jojo Ingrassia,BOS,RP,9999,False,False,False,False,False,False
808366,Jose Bello,BOS,SP,9999,False,False,False,False,False,False
813536,Juan Valera,BOS,SP,9999,False,False,False,False,False,False
804817,Kyson Witherspoon,BOS,SP,9999,False,False,False,False,False,False
691384,Luis Perales,BOS,DH,9999,False,False,False,False,False,False
815071,Marcus Phillips,BOS,SP,9999,False,False,False,False,False,False
823791,Matt McShane,BOS,DH,9999,False,False,False,False,False,False
801139,Payton Tolle,BOS,SP,9999,False,False,False,False,False,False
829094,Sadbiel Delzine,BOS,SP,9999,False,False,False,False,False,False
823369,Yhoiker Fajardo,BOS,SP,9999,False,False,False,False,False,False
694057,Yordanny Monegro,BOS,DH,9999,False,False,False,False,False,False
805664,Brody McCullough,CHC,SP,9999,False,False,False,False,False,False
806961,Derniche Valdez,CHC,SS,9999,False,False,False,False,False,False
805255,Dominick Reid,CHC,SP,9999,False,False,False,False,False,False
828255,Ethan Conrad,CHC,CF,9999,False,False,False,False,False,False
815824,Josiah Hartshorn,CHC,OF,9999,False,False,False,False,False,False
702271,Nazier Mulé,CHC,DH,9999,False,False,False,False,False,False
686953,Nick Dean,CHC,RP,9999,False,False,False,False,False,False
702881,Aldrin Batista,CHW,SP,9999,False,False,False,False,False,False
687239,Ben Peoples,CHW,DH,9999,False,False,False,False,False,False
801941,Carson Jacobs,CHW,DH,9999,False,False,False,False,False,False
803291,Christian Oppor,CHW,RP,9999,False,False,False,False,False,False
688328,Eric Adler,CHW,DH,9999,False,False,False,False,False,False
695721,Gage Ziehl,CHW,SP,9999,False,False,False,False,False,False
696146,Hagen Smith,CHW,SP,9999,False,False,False,False,False,False
