prospect_id,data_year,name,position,fangraphs_id,target,target_label,fangraphs_fv,predicted,correct,predicted_label
8492,2025,Kahlil Watson,CF,sa3017513,1,Part-Time,45,0,False,Bench
8266,2025,Kevin Alvarez,LF,sa3067677,1,Part-Time,45,2,False,Regular
8375,2025,Lazaro Montes,RF,sa3018409,1,Part-Time,45,2,False,Regular
8441,2025,Luis Lara,CF,sa3018514,1,Part-Time,45,0,False,Bench
8290,2025,LuJames Groover,3B,sa3022887,1,Part-Time,45,0,False,Bench
8291,2025,Luke Dickerson,2B,sa3067329,1,Part-Time,45,2,False,Regular
8298,2025,Malcolm Moore,C,sa3025250,1,Part-Time,45,0,False,Bench
8377,2025,Mike Sirota,CF,sa3042374,1,Part-Time,45,0,False,Bench
8289,2025,Moisés Ballesteros,C,28820,1,Part-Time,45,0,False,Bench
8412,2025,Nathan Martorella,1B,sa3019978,1,Part-Time,45,0,False,Bench
8293,2025,Nelson Rada,CF,sa3018421,1,Part-Time,45,0,False,Bench
8364,2025,Nick Yorke,2B,27504,1,Part-Time,45,0,False,Bench
8307,2025,Owen Caissie,RF,27496,1,Part-Time,45,2,False,Regular
8519,2025,Ralphy Velazquez,1B,sa3023013,1,Part-Time,45,0,False,Bench
8295,2025,Sal Stewart,3B,31505,1,Part-Time,45,0,False,Bench
8308,2025,Seaver King,SS,sa3025414,1,Part-Time,45,0,False,Bench
8268,2025,Spencer Jones,CF,sa3019969,1,Part-Time,45,2,False,Regular
8319,2025,Starlyn Caba,SS,sa3021070,1,Part-Time,45,0,False,Bench
8297,2025,Sterlin Thompson,LF,sa3019999,1,Part-Time,45,0,False,Bench
8430,2025,Tai Peete,CF,sa3022966,1,Part-Time,45,2,False,Regular
8489,2025,Tanner Schobel,SS,sa3020009,1,Part-Time,45,0,False,Bench
8390,2025,Termarr Johnson,2B,sa3020214,1,Part-Time,45,0,False,Bench
8352,2025,Theo Gillen,CF,sa3025565,1,Part-Time,45,0,False,Bench
8406,2025,Tommy Troy,SS,sa3022561,1,Part-Time,45,0,False,Bench
8494,2025,Vance Honeycutt,CF,sa3025526,1,Part-Time,45,0,False,Bench
8306,2025,Walker Janek,C,sa3025254,1,Part-Time,45,0,False,Bench
8578,2025,Welbyn Francisca,2B,sa3021087,1,Part-Time,45,2,False,Regular
8413,2025,Wyatt Sanford,SS,sa3066665,1,Part-Time,45,0,False,Bench
8286,2025,Xavier Isaac,1B,sa3020498,1,Part-Time,45,2,False,Regular
8376,2025,Yairo Padilla,SS,sa3023925,1,Part-Time,45,2,False,Regular
8496,2025,Yoeilin Cespedes,2B,sa3021085,1,Part-Time,45,0,False,Bench
8459,2025,Yorger Bautista,CF,sa3067684,1,Part-Time,45,0,False,Bench
8634,2025,Abdias De La Cruz,RF,sa3019401,0,Bench,40,1,False,Part-Time
8697,2025,Aidan Smith,CF,sa3022611,0,Bench,40,2,False,Regular
9035,2025,Alfonsin Rosario,RF,sa3022868,0,Bench,40,1,False,Part-Time
8833,2025,Andres Arias,RF,sa3025145,0,Bench,40,1,False,Part-Time
9038,2025,Andres Valor,CF,sa3021278,0,Bench,40,1,False,Part-Time
8588,2025,Ashly Andujar,SS,sa3023890,0,Bench,40,1,False,Part-Time
8419,2025,Austin Charles,3B,sa3020497,0,Bench,40,1,False,Part-Time
8785,2025,Austin Overn,CF,sa3025408,0,Bench,40,2,False,Regular
8994,2025,Billy Cook,CF,29573,0,Bench,40,2,False,Regular
9067,2025,Blake Burke,1B,sa3025381,0,Bench,40,1,False,Part-Time
9093,2025,Brandon Compton,LF,sa3029229,0,Bench,40,1,False,Part-Time
8663,2025,Brandon Winokur,RF,sa3022613,0,Bench,40,1,False,Part-Time
8558,2025,Charles Davalan,LF,sa3029860,0,Bench,40,1,False,Part-Time
8786,2025,Chris Arroyo,RF,sa3026239,0,Bench,40,1,False,Part-Time
8694,2025,Cristhian Vaquero,CF,sa3018403,0,Bench,40,2,False,Regular
8527,2025,Daniel Hernandez,C,sa3067734,0,Bench,40,1,False,Part-Time
8828,2025,Deyvison De Los Santos,DH,sa3015168,0,Bench,40,1,False,Part-Time
8781,2025,Druw Jones,CF,sa3020676,0,Bench,40,1,False,Part-Time
9209,2025,Elian De La Cruz,RF,sa3067695,0,Bench,40,1,False,Part-Time
8701,2025,Ernesto Martinez Jr.,1B,sa3003173,0,Bench,40,2,False,Regular
8589,2025,Estuar Suero,CF,sa3018481,0,Bench,40,1,False,Part-Time
8983,2025,Ethan Petry,1B,sa3039828,0,Bench,40,1,False,Part-Time
8454,2025,Gavin Fien,RF,sa3069166,0,Bench,40,1,False,Part-Time
9011,2025,George Valera,RF,22541,0,Bench,40,1,False,Part-Time
8446,2025,George Wolkow,1B,sa3022817,0,Bench,40,2,False,Regular
8457,2025,Griffin Burkholder,CF,sa3025418,0,Bench,40,2,False,Regular
9031,2025,Hendry Mendez,LF,sa3015727,0,Bench,40,1,False,Part-Time
8584,2025,Jack Gurevitch,1B,sa3032859,0,Bench,40,1,False,Part-Time
8640,2025,Jadher Areinamo,2B,sa3015802,0,Bench,40,1,False,Part-Time
9251,2025,James  Quinn-Irons,CF,sa3040344,0,Bench,40,1,False,Part-Time
8560,2025,Jhonny Severino,SS,sa3018415,0,Bench,40,2,False,Regular
8417,2025,Jonathon Long,1B,sa3022864,0,Bench,40,1,False,Part-Time
8840,2025,Jordan Sanchez,RF,sa3024112,0,Bench,40,1,False,Part-Time
8401,2025,Josh Kasevich,SS,sa3020203,0,Bench,40,1,False,Part-Time
8637,2025,Joshua Baez,RF,sa3017022,0,Bench,40,2,False,Regular
8708,2025,Joswa Lugo,SS,sa3023894,0,Bench,40,2,False,Regular
8526,2025,Juan Tomas,SS,sa3067758,0,Bench,40,1,False,Part-Time
8642,2025,Justin Foscue,1B,27501,0,Bench,40,1,False,Part-Time
9013,2025,Kemp Alderman,LF,sa3022562,0,Bench,40,1,False,Part-Time
8638,2025,Logan Wagner,3B,sa3019932,0,Bench,40,1,False,Part-Time
8525,2025,Luis Baez,1B,sa3018482,0,Bench,40,1,False,Part-Time
8524,2025,Luis Suisbel,3B,sa3016717,0,Bench,40,1,False,Part-Time
9143,2025,Maykel Coret,RF,sa3067683,0,Bench,40,1,False,Part-Time
8719,2025,Miguel Bleis,CF,sa3016834,0,Bench,40,2,False,Regular
8867,2025,Miguel Rodríguez,C,sa3021226,0,Bench,40,1,False,Part-Time
8374,2025,Orelvis Martinez,3B,25967,0,Bench,40,1,False,Part-Time
8752,2025,Payton Eeles,2B,sa3023622,0,Bench,40,2,False,Regular
9058,2025,Pedro Catuy,CF,sa3021061,0,Bench,40,1,False,Part-Time
8587,2025,PJ Morlando,LF,sa3025199,0,Bench,40,1,False,Part-Time
8705,2025,Rayner Arias,CF,sa3021076,0,Bench,40,1,False,Part-Time
8400,2025,Robert Calaz,RF,sa3021078,0,Bench,40,1,False,Part-Time
8554,2025,Ronny Cruz,SS,sa3067336,0,Bench,40,1,False,Part-Time
8690,2025,Sean Keys,3B,sa3025317,0,Bench,40,1,False,Part-Time
9117,2025,Stiven Martinez,RF,sa3024627,0,Bench,40,1,False,Part-Time
8424,2025,Tate Southisene,SS,sa3069150,0,Bench,40,2,False,Regular
8615,2025,Tony Blanco Jr.,1B,sa3019722,0,Bench,40,2,False,Regular
8398,2025,Tyson Lewis,SS,sa3066822,0,Bench,40,2,False,Regular
8456,2025,Victor Arias,CF,sa3015636,0,Bench,40,2,False,Regular
8830,2025,Yeremy Cabrera,CF,sa3018549,0,Bench,40,1,False,Part-Time
8535,2025,Yordany De Los Santos,SS,sa3018408,0,Bench,40,2,False,Regular
8559,2025,Zac Veen,RF,27770,0,Bench,40,1,False,Part-Time
8979,2025,Abimelec  Ortiz,1B,sa3016926,0,Bench,35,1,False,Part-Time
9077,2025,Arnaldo Lantigua,LF,sa3021084,0,Bench,35,2,False,Regular
9029,2025,Braylin  Morel,RF,sa3021229,0,Bench,35,1,False,Part-Time
9127,2025,Brooks Bryan,C,sa3027921,0,Bench,35,1,False,Part-Time
9342,2025,Carson McCusker,RF,33098,0,Bench,35,2,False,Regular
9097,2025,Charles McAdoo,3B,sa3022823,0,Bench,35,2,False,Regular
9224,2025,Chase Harlan,3B,sa3067256,0,Bench,35,1,False,Part-Time
9306,2025,Daiber De Los Santos,SS,sa3023885,0,Bench,35,2,False,Regular
9176,2025,Derniche Valdez,SS,sa3021068,0,Bench,35,1,False,Part-Time
8807,2025,Devin Saltiban,CF,sa3022827,0,Bench,35,2,False,Regular
8921,2025,Eli Lovich,RF,sa3067332,0,Bench,35,1,False,Part-Time
8948,2025,Ethan  Frey,DH,sa3031717,0,Bench,35,1,False,Part-Time
9022,2025,Gavin Turley,LF,sa3044148,0,Bench,35,1,False,Part-Time
9256,2025,Gian Zapata,CF,sa3021079,0,Bench,35,1,False,Part-Time
8947,2025,Grant Jay,C,sa3034611,0,Bench,35,1,False,Part-Time
9385,2025,Jalin Flores,SS,sa3031465,0,Bench,35,1,False,Part-Time
9338,2025,Jared Jones,1B,sa3034881,0,Bench,35,1,False,Part-Time
9047,2025,Javier Mogollon,2B,sa3021855,0,Bench,35,2,False,Regular
9383,2025,Jhomnardo Reyes,RF,sa3067700,0,Bench,35,1,False,Part-Time
9241,2025,Jorgelys Mota,3B,sa3019465,0,Bench,35,1,False,Part-Time
8837,2025,Kale Fountain,3B,sa3067321,0,Bench,35,1,False,Part-Time
9262,2025,Landyn Vidourek,CF,sa3044483,0,Bench,35,2,False,Regular
9369,2025,Max Williams,RF,sa3045333,0,Bench,35,1,False,Part-Time
9261,2025,Nathan Church,CF,31357,0,Bench,35,1,False,Part-Time
9387,2025,Nolan Schubart,LF,sa3041794,0,Bench,35,1,False,Part-Time
9240,2025,Pedro Blanco,1B,sa3023945,0,Bench,35,2,False,Regular
9155,2025,Rio Foster,RF,sa3022491,0,Bench,35,1,False,Part-Time
8894,2025,Roderick Arias,SS,sa3019674,0,Bench,35,2,False,Regular
8692,2025,Ty Harvey,C,sa3069181,0,Bench,35,1,False,Part-Time
9389,2025,Victor Ortega,C,sa3018439,0,Bench,35,1,False,Part-Time
9021,2025,Wilfred Veras,RF,sa3015178,0,Bench,35,1,False,Part-Time
9352,2025,Yasser Mercedes,RF,sa3019557,0,Bench,35,1,False,Part-Time
9025,2025,Yerlin Confidan,RF,sa3015176,0,Bench,35,1,False,Part-Time
9433,2025,Yiddi Cappe,LF,sa3015515,0,Bench,35,1,False,Part-Time
